region,city,report_year,report_week,year_week,cluster_id,risk_level,risk_score,avg_temperature,avg_humidity,precipitation_total,wind_speed,influenza_ili_percent_north,influenza_ili_percent_south,influenza_outbreak_count,resp_outpatient_ili_influenza_positive_rate,resp_outpatient_ili_covid_positive_rate,resp_outpatient_ili_rsv_positive_rate,resp_outpatient_ili_mycoplasma_positive_rate,resp_hospital_sari_influenza_positive_rate,resp_hospital_sari_covid_positive_rate
河南,郑州,2024,5,2024-W05,1,中风险,5.7,-1.5771,75.6414,15.3,3.1857,5,6.4,,,,,,,
河南,郑州,2024,6,2024-W06,1,中风险,6.8,0.8143,72.8214,0.01,1.8014,5.7,7.9,,,,,,,
河南,郑州,2024,7,2024-W07,1,中风险,6.65,8.31,77.1271,1.38,2.9671,5.7,7.6,,,,,,,
河南,郑州,2024,8,2024-W08,1,中风险,5,-2.2857,75.8757,23.88,3.8543,4.3,5.7,,,,,,,
河南,郑州,2024,9,2024-W09,1,中风险,4.1,3.6129,68.7771,0.21,2.3829,4.3,5,3,,,,,,
河南,郑州,2024,10,2024-W10,1,中风险,10.5333,6.6943,64.0157,0.24,2.8686,4.1,5.5,22,,,,,,
河南,郑州,2024,11,2024-W11,1,中风险,10.8333,11.58,62.6314,0.18,2.6814,4.1,5.4,23,,,,,,
河南,郑州,2024,12,2024-W12,1,中风险,6.3,11.9214,61.1171,28.11,3.45,3.9,5,10,,,,,,
河南,郑州,2024,13,2024-W13,1,中风险,6.8333,13.8686,65.2343,5.14,2.6729,3.8,4.7,12,,,,,,
河南,郑州,2024,14,2024-W14,1,中风险,4.5,14.4714,66.1543,4.28,2.7986,3.8,4.7,5,,,,,,
河南,郑州,2024,15,2024-W15,1,中风险,3.9667,18.5514,67.5643,19.28,2.0986,3.6,4.3,4,,,,,,
河南,郑州,2024,16,2024-W16,1,中风险,4.3667,18.8214,65.11,1.96,1.5371,3.5,4.6,5,,,,,,
河南,郑州,2024,17,2024-W17,1,中风险,5.4333,21.72,56.6771,0.84,2.7057,3.6,4.7,8,,,,,,
河南,郑州,2024,18,2024-W18,1,中风险,4.4,17.9143,55.28,6.55,2.2029,3.8,5,,,,,,,
河南,郑州,2024,19,2024-W19,1,中风险,4.5,22.9786,46.7786,0.01,2.6071,3.6,4.9,5,,,,,,
河南,郑州,2024,20,2024-W20,1,中风险,7.3667,26.3457,45.4057,0.94,3.0643,4,5.1,13,,,,,,
河南,郑州,2024,21,2024-W21,1,中风险,6.9,26.1686,56.0629,29.67,2.5043,3.9,4.8,12,,,,,,
河南,郑州,2024,22,2024-W22,1,中风险,5.9667,25.4586,47.0129,0.01,2.2429,3.8,5.1,9,,,,,,
河南,郑州,2024,23,2024-W23,1,中风险,3.6,26.6743,45.3771,0.08,1.6586,3.9,4.9,2,,,,,,
河南,郑州,2024,24,2024-W24,1,中风险,4.3667,31.1057,48.2171,36.17,2.6786,4,5.1,4,,,,,,
河南,郑州,2024,25,2024-W25,1,中风险,6.0333,29.2129,55.13,6.83,1.9829,3.9,5.2,9,,,,,,
河南,郑州,2024,26,2024-W26,1,中风险,4.3,29.7114,48.4529,1.77,2.5214,3.8,5.1,4,,,,,,
河南,郑州,2024,27,2024-W27,1,中风险,4.6333,27.2686,75.9343,94.68,2.0843,3.8,5.1,5,,,,,,
河南,郑州,2024,28,2024-W28,1,中风险,4.5,25.8443,80.25,130.84,2.2314,4.1,4.9,,,,,,,
河南,郑州,2024,29,2024-W29,1,中风险,4.25,28.05,85.8957,189.88,1.6414,3.8,4.7,,,,,,,
河南,郑州,2024,30,2024-W30,1,中风险,4.2,29.5357,86.18,120.34,2.36,3.9,4.5,,,,,,,
河南,郑州,2024,31,2024-W31,1,中风险,4,29.2643,84.4786,17.32,2.5471,3.8,4.2,,,,,,,
河南,郑州,2024,32,2024-W32,1,中风险,3.7,28.4143,84.6271,78.79,2.3229,3.5,3.9,,,,,,,
河南,郑州,2024,33,2024-W33,1,中风险,3.6,27.3557,79.4429,27.01,1.5743,3.6,3.6,,,,,,,
河南,郑州,2024,34,2024-W34,1,中风险,3.4,28.0629,81.6643,30.79,1.0686,3.6,3.2,,,,,,,
河南,郑州,2024,35,2024-W35,1,中风险,3.25,26.5643,78.7343,6.82,2.5443,3.4,3.1,,,,,,,
河南,郑州,2024,36,2024-W36,1,中风险,3.3,24.9857,80.9571,2.94,2.3886,3.4,3.2,,,,,,,
河南,郑州,2024,37,2024-W37,1,中风险,4.9667,23.8814,77.5986,7.55,3.1014,3.4,3.5,8,,,,,,
河南,郑州,2024,38,2024-W38,1,中风险,3.1,22.3171,78.29,33.81,3.3357,3.6,3.7,2,,,,,,
河南,郑州,2024,39,2024-W39,1,中风险,3.6333,20.6871,77.6543,1.1,2.0186,3.2,3.7,4,,,,,,
河南,郑州,2024,40,2024-W40,1,中风险,3.85,15.59,67.6414,25.65,1.6429,3.6,4.1,,,,,,,
河南,郑州,2024,41,2024-W41,1,中风险,2.5,17.9143,69.0043,0.03,1.6057,3.2,3.3,1,,,,,,
河南,郑州,2024,42,2024-W42,1,中风险,5.7,15.56,77.47,40.9,2.8571,3.4,,8,,,,,,
河南,郑州,2024,43,2024-W43,1,中风险,5.15,13.1057,75.26,1.97,1.64,3.3,,7,,,,,,
河南,郑州,2024,44,2024-W44,1,中风险,4.3,14.51,79.0214,0.41,1.6114,3.5,3.4,6,,,,,,
河南,郑州,2024,45,2024-W45,1,中风险,4.4,11.26,71.6814,0.68,1.84,3.6,3.6,6,,,,,,
河南,郑州,2024,46,2024-W46,1,中风险,8.4,13.71,82.8043,21.64,1.74,3.8,,13,,,,,,
河南,郑州,2024,47,2024-W47,1,中风险,12.05,7.0629,78.9071,4.58,1.5743,4.1,,20,,,,,,
河南,郑州,2024,48,2024-W48,1,中风险,12.9667,5.9514,55.1386,5.34,4.0171,4.4,3.5,31,,,,,,
河南,郑州,2024,49,2024-W49,1,中风险,16.0667,3.4814,62.9857,0,2.32,4.6,3.6,40,,,,,,
河南,郑州,2024,50,2024-W50,1,中风险,41.1333,1.43,60.97,0,2.2671,5.4,4,114,,,,,,
河南,郑州,2024,51,2024-W51,1,中风险,81.25,-0.15,59.6443,0,1.9271,6.5,,156,,,,,,
河南,郑州,2024,52,2024-W52,1,中风险,89.1,0.7671,56.6929,0,2.36,7.2,,171,,,,,,
河南,郑州,2025,1,2025-W01,1,中风险,53.2333,2.3129,62.3957,0,2.1429,7.5,7.2,145,,,,,,
河南,郑州,2025,2,2025-W02,1,中风险,43.7,0.2914,55.9671,0,2.48,6.2,6.9,118,,,,,,
河南,郑州,2025,3,2025-W03,1,中风险,10.5333,2.42,51.6486,0,2.41,5.1,6.5,20,,,,,,
河南,郑州,2025,4,2025-W04,1,中风险,4.1667,2.5429,72.0229,30.82,3.2643,4.2,5.3,3,,,,,,
河南,郑州,2025,5,2025-W05,1,中风险,6.45,-0.8271,69.6343,2.24,2.7943,5.5,7.4,,,,,,,
河南,郑州,2025,6,2025-W06,1,中风险,3.4667,-0.3571,52.2543,0,2.2929,3.9,5.5,1,,,,,,
河南,郑州,2025,7,2025-W07,1,中风险,3.0333,3.7371,57.3957,0,2.3486,3.4,4.7,1,,,,,,
河南,郑州,2025,8,2025-W08,1,中风险,6.4667,2.8357,66.7043,1.46,2.3329,3.1,4.3,12,,,,,,
河南,郑州,2025,9,2025-W09,1,中风险,16.4333,7.6743,70.36,42.68,2.8714,3.1,4.2,42,,,,,,
河南,郑州,2025,10,2025-W10,1,中风险,10.0333,4.2,71.8829,6.66,2.1914,3.2,3.9,23,,,,,,
河南,郑州,2025,11,2025-W11,1,中风险,6.7333,9.1529,67.8514,1.83,2.1371,3.2,4,13,,,,,,
河南,郑州,2025,12,2025-W12,1,中风险,3.8,11.9686,43.4843,0,3.4129,3.3,4.1,4,,,,,,
河南,郑州,2025,13,2025-W13,1,中风险,4.1667,12.7686,46.5743,3.42,3.0986,3.4,4.1,5,,,,,,
河南,郑州,2025,14,2025-W14,1,中风险,3.4333,13.9671,46.7614,0,2.5571,3.4,3.9,3,,,,,,
河南,郑州,2025,15,2025-W15,1,中风险,3.55,17.4457,49.2271,1.12,3.2143,3.2,3.9,,,,,,,
河南,郑州,2025,16,2025-W16,1,中风险,3.7,21.0971,48.3457,4.76,3.0043,3.3,4.1,,,,,,,
河南,郑州,2025,17,2025-W17,1,中风险,3.6,20.6386,46.1114,3.56,3.0829,3.3,3.9,,,,,,,
河南,郑州,2025,18,2025-W18,1,中风险,3.8,22.3786,36.7757,3.5,3.2814,3.4,4.2,,,,,,,
河南,郑州,2025,19,2025-W19,1,中风险,3.6,21.1471,43.7414,5.88,3.4157,3.1,4.1,,,,,,,
河南,郑州,2025,20,2025-W20,1,中风险,2.9333,25.2229,42.8386,0,3.3286,3.1,4.7,1,,,,,,
河南,郑州,2025,21,2025-W21,1,中风险,5.3,24.4757,52.06,14.59,3.1371,3.2,4.7,8,,,,,,
河南,郑州,2025,22,2025-W22,1,中风险,3.9667,24.3757,52.18,1.71,2.2214,3.1,4.8,4,,,,,,
河南,郑州,2025,23,2025-W23,1,中风险,3.2,28.8829,39.25,0.12,2.1786,3.1,4.5,2,,,,,,
河南,郑州,2025,24,2025-W24,1,中风险,3.0667,29.9943,43.8029,0.29,3.2857,2.9,4.3,2,,,,,,
河南,郑州,2025,25,2025-W25,2,低风险,3.9444,28.75,58.1929,48.69,2.6986,2.9,4.3,1,1.5,15.4,2.9,0.1,0.7,6.7
河南,郑州,2025,26,2025-W26,2,低风险,3.9778,27.2,61.3986,16.1,2.0057,3,4.3,2,1.6,14,3,0.2,0.8,6.9
河南,郑州,2025,27,2025-W27,2,低风险,3.6889,31.3057,64.3386,29.9,3.1286,2.9,4.2,2,1.8,11.9,3.3,0.3,0.5,6.3
河南,郑州,2025,28,2025-W28,2,低风险,3.7778,31.1514,60.3614,12.72,1.9157,2.7,4,1,1.8,13.4,3.3,0.2,0.8,6.8
河南,郑州,2025,29,2025-W29,2,低风险,4.1625,33.3714,48.82,0.71,2.0943,2.6,3.8,,2.4,14,4.3,0.5,0.6,5.1
河南,郑州,2025,30,2025-W30,2,低风险,3.8625,31.2086,64.4557,23.23,2.78,2.6,3.6,,2.2,13.5,3.4,0.6,0.7,4.3
河南,郑州,2025,31,2025-W31,2,低风险,3.9625,32.9586,52.0271,0.38,2.1671,2.6,3.5,,2.3,13.6,3.8,0.6,0.9,4.4
河南,郑州,2025,32,2025-W32,2,低风险,3.4875,30.1771,75.1871,143.78,1.7614,2.5,3.5,,1.5,10.8,3.9,0.4,0.9,4.4
河南,郑州,2025,33,2025-W33,2,低风险,3.5111,28.5429,72.77,1.39,1.8529,2.5,3.4,2,1.5,11.9,3.6,0.6,0.5,5.6
河南,郑州,2025,34,2025-W34,2,低风险,3.3375,31.05,64.8629,18.29,2.4886,2.5,3.2,,1.9,10.5,3.2,0.5,0.6,4.3
河南,郑州,2025,35,2025-W35,2,低风险,3.1875,27.0957,74.0029,43.75,1.8814,2.5,3.1,,2.4,8.5,3.7,0.4,0.6,4.3
河南,郑州,2025,36,2025-W36,2,低风险,2.8444,24.68,78.2771,78.24,1.6843,2.7,3.4,1,3.3,6.8,3.5,0.4,0.8,3.7
河南,郑州,2025,37,2025-W37,2,低风险,3.3875,22.1829,84.3814,84.92,1.9657,2.8,3.6,,3.6,6.8,5.6,0.4,1,3.3
河南,郑州,2025,38,2025-W38,1,中风险,4.2889,19.4143,85.2971,109.75,2.4786,2.9,3.8,13,3.5,5.3,5.9,0.3,1.1,2.8
河南,郑州,2025,39,2025-W39,1,中风险,4.5667,18.9443,86.9457,94.21,1.6871,2.9,3.8,16,4.1,3.6,7.6,0.2,1,1.9
河南,郑州,2025,40,2025-W40,1,中风险,3.8,19.1143,86.7286,74.27,2.2157,3.3,4.4,11,3,3.2,5.7,0.3,1.2,2.1
河南,郑州,2025,41,2025-W41,1,中风险,2.9111,15.0843,89.74,29.02,3.1114,2.8,4.1,4,3.5,2.3,6.7,0.3,1.1,1.4
河南,郑州,2025,42,2025-W42,1,中风险,8.4625,13.49,87.0914,83.71,2.5229,2.7,,49,5.8,1.8,5.6,0.5,1.3,1
河南,郑州,2025,43,2025-W43,1,中风险,21.2875,8.8657,80.6043,7.85,1.9214,3.6,,144,10.5,1.5,7,0.4,2.4,0.9
河南,郑州,2025,44,2025-W44,1,中风险,43.0889,12.6671,81.3871,0.05,1.9186,5.1,4.6,347,17.5,1.4,6.6,0.4,4.2,1
河南,郑州,2025,45,2025-W45,0,高风险,75.6222,11.2043,87.28,25.32,2.2986,6.1,5.5,621,29.8,1.1,6.1,0.5,9.8,0.7
河南,郑州,2025,46,2025-W46,0,高风险,127.3125,11.07,71.09,0.25,2.0643,7,,955,38.1,0.5,5,0.3,11.4,1.2
河南,郑州,2025,47,2025-W47,0,高风险,163.8,5.5686,68.2343,2.09,3.1314,8.6,,1234,44.8,0.6,4.3,0.6,16.4,1.1
河南,郑州,2025,48,2025-W48,0,高风险,203.2,6.9543,67.5086,0,3.1329,9.1,,1541,51.1,0.6,3.5,0.3,19,1
河南,郑州,2025,49,2025-W49,0,高风险,146.6111,3.3014,68.2271,0,2.4986,7.9,11.1,1219,54.2,0.3,4,0.2,22.1,0.7
河南,郑州,2025,50,2025-W50,0,高风险,82.9111,2.5914,77.2557,7.94,3.09,6.3,9.7,651,50.2,0.5,4.9,0.2,22.5,0.9
河南,郑州,2025,51,2025-W51,0,高风险,34.2625,3.1814,82.3271,0,2.2157,4.9,,201,41.9,0.7,6.1,0.4,18.6,0.5
河南,郑州,2025,52,2025-W52,1,中风险,17.9875,1.6057,79.1443,2.65,1.9243,4.2,,82,33.7,0.7,7.2,0.3,14.5,1.3
河南,郑州,2026,1,2026-W01,1,中风险,10.6444,0.1371,78.91,5.12,2.3829,4.1,5.4,37,27.4,1.1,8.8,0.2,10.6,1.2
河南,郑州,2026,2,2026-W02,1,中风险,7.7889,1.2814,66.8714,0,3.2743,3.7,4.8,19,23.3,1.1,9.8,0.3,7.1,1
河南,郑州,2026,3,2026-W03,1,中风险,7.3222,2.7786,74.9643,0.56,3.4771,3.5,4.7,18,21.3,0.9,9.3,0.3,6.9,1
河南,郑州,2026,4,2026-W04,1,中风险,5.9333,-3.25,80.0386,10.27,2.76,3.4,4.3,8,18.8,1.5,8.3,0.2,7.7,1.2
河南,郑州,2026,5,2026-W05,1,中风险,5.2222,0.6686,85.58,4.69,2.1843,3.3,4,4,17.1,2.3,7.9,0.2,6.4,1.8
河南,郑州,2026,6,2026-W06,1,中风险,4.6375,2.3014,72.3086,0,2.5029,3,3.3,,13,2.2,8.6,0.2,5.1,1.7
河南,郑州,2026,7,2026-W07,1,中风险,3.8222,5.7057,67.3414,1.56,3.3271,2.9,3.6,1,11,1.7,8,0.2,4.9,1.1
河南,郑州,2026,8,2026-W08,1,中风险,4.425,7.3929,61.0886,0.2,2.7643,4.9,4.8,,10.5,1.3,8,0,4.4,1.5
河南,郑州,2026,9,2026-W09,1,中风险,3.95,5.31,87.0443,45.09,3.3443,3,3,,11,2.3,6.6,0.2,4.1,1.4
河南,郑州,2026,10,2026-W10,1,中风险,3.6125,4.8786,87.2943,10.29,2.1571,2.8,2.8,,9.4,2.6,6.8,0.2,3.3,1
河南,郑州,2026,11,2026-W11,1,中风险,4.0556,8.0429,81.74,8.87,2.7186,3,3,6,11.3,2.3,5.8,0.2,3.6,1.3
河南,郑州,2026,12,2026-W12,1,中风险,7.3556,8.8357,75.4243,5.31,2.0643,3.5,3.3,32,13.3,2.7,4.4,0.2,5.7,1.1
河南,郑州,2026,13,2026-W13,1,中风险,11.1667,14.65,72.61,0.3,1.7986,3.6,3.5,64,15.5,2.4,3.9,0.1,6.2,1.3
河南,郑州,2026,14,2026-W14,1,中风险,10.1778,14.84,70.39,4.64,2.5557,3.6,3.6,56,16.3,2,4,0.2,5,0.9
河南,郑州,2026,15,2026-W15,1,中风险,6.2333,15.6814,72.5386,21.45,2.4314,3.6,3.7,23,15.3,1.8,2.6,0.3,5.5,0.3
河南,郑州,2026,16,2026-W16,1,中风险,5.3778,17.9714,75.2029,12.87,2.0214,3.5,3.7,18,13.4,1.3,2.6,0.2,4.9,0.8
河南,郑州,2026,17,2026-W17,1,中风险,5.8,15.3157,72.9586,18.24,2.2514,3.7,3.9,20,14.8,1.3,2.3,0.2,5.3,0.7
河南,郑州,2026,18,2026-W18,1,中风险,5.7222,17.7471,66.0314,2.59,2.2757,3.3,4.1,22,13.3,1.5,1.7,0.1,4.9,0.6
河南,郑州,2026,19,2026-W19,1,中风险,3.9111,21.3486,54.0286,3.32,2.5371,3.6,4.1,7,12.2,1.4,2,0.1,4.2,0.6
河南,郑州,2026,20,2026-W20,1,中风险,5.0333,23.9667,72.9467,15.1,1.6917,3.4,4.2,18,11.9,1.7,1.2,0.2,4,0.7
浙江,杭州,2024,1,2024-W01,1,中风险,8.4,4.9629,78.0829,4.8,2,7.1,9.7,,,,,,,
浙江,杭州,2024,2,2024-W02,1,中风险,7.5,7.6414,73.7329,0.25,2.0243,6.3,8.7,,,,,,,
浙江,杭州,2024,3,2024-W03,1,中风险,6.85,5.82,84.6143,26.89,2.8457,6,7.7,,,,,,,
浙江,杭州,2024,4,2024-W04,1,中风险,6.1,0.2143,61.0186,0.44,2.5214,5.2,7,,,,,,,
浙江,杭州,2024,5,2024-W05,1,中风险,5.7,5.8271,87.7757,87.71,2.3357,5,6.4,,,,,,,
浙江,杭州,2024,6,2024-W06,1,中风险,6.8,3.0257,78.8171,9.93,2.2,5.7,7.9,,,,,,,
浙江,杭州,2024,7,2024-W07,1,中风险,6.65,11.1214,78.4914,9.96,2.3314,5.7,7.6,,,,,,,
浙江,杭州,2024,8,2024-W08,1,中风险,5,3.7829,89.6543,90.75,3.3957,4.3,5.7,,,,,,,
浙江,杭州,2024,9,2024-W09,1,中风险,4.1,4.0243,83.4371,43.74,2.1114,4.3,5,3,,,,,,
浙江,杭州,2024,10,2024-W10,1,中风险,10.5333,8.3271,81.3357,25.06,2.3714,4.1,5.5,22,,,,,,
浙江,杭州,2024,11,2024-W11,1,中风险,10.8333,11.8743,82.74,7.21,1.93,4.1,5.4,23,,,,,,
浙江,杭州,2024,12,2024-W12,1,中风险,6.3,14.3329,78.6386,8.48,2.2786,3.9,5,10,,,,,,
浙江,杭州,2024,13,2024-W13,1,中风险,6.8333,16.0186,82.0286,47.98,2.5814,3.8,4.7,12,,,,,,
浙江,杭州,2024,14,2024-W14,1,中风险,4.5,16.1986,84.0057,53.66,2.49,3.8,4.7,5,,,,,,
浙江,杭州,2024,15,2024-W15,1,中风险,3.9667,17.0929,84.8071,56,1.93,3.6,4.3,4,,,,,,
浙江,杭州,2024,16,2024-W16,1,中风险,4.3667,18.3343,84.0429,62.92,2.3343,3.5,4.6,5,,,,,,
浙江,杭州,2024,17,2024-W17,1,中风险,5.4333,18.8843,84.4386,35.41,1.7429,3.6,4.7,8,,,,,,
浙江,杭州,2024,18,2024-W18,1,中风险,4.4,17.5157,84.3814,61.23,2.45,3.8,5,,,,,,,
浙江,杭州,2024,19,2024-W19,1,中风险,4.5,20.1986,80.6714,53,1.9914,3.6,4.9,5,,,,,,
浙江,杭州,2024,20,2024-W20,1,中风险,7.3667,20.5786,70.3186,1.01,2.0086,4,5.1,13,,,,,,
浙江,杭州,2024,21,2024-W21,1,中风险,6.9,23.7186,84.5114,4.99,1.6686,3.9,4.8,12,,,,,,
浙江,杭州,2024,22,2024-W22,1,中风险,5.9667,20.7257,81.1686,59.07,2.16,3.8,5.1,9,,,,,,
浙江,杭州,2024,23,2024-W23,1,中风险,3.6,22.72,76.5043,16.51,1.59,3.9,4.9,2,,,,,,
浙江,杭州,2024,24,2024-W24,1,中风险,4.3667,26.06,79.5571,49.44,1.41,4,5.1,4,,,,,,
浙江,杭州,2024,25,2024-W25,1,中风险,6.0333,26.0914,87.3757,151.72,2.3271,3.9,5.2,9,,,,,,
浙江,杭州,2024,26,2024-W26,1,中风险,4.3,25.0171,90.8157,254.89,1.9486,3.8,5.1,4,,,,,,
浙江,杭州,2024,27,2024-W27,1,中风险,4.6333,29.3243,84.8529,23.8,2.1514,3.8,5.1,5,,,,,,
浙江,杭州,2024,28,2024-W28,1,中风险,4.5,28.8743,86.9814,66.28,1.7714,4.1,4.9,,,,,,,
浙江,杭州,2024,29,2024-W29,1,中风险,4.25,30.1357,81.5843,0.87,1.5514,3.8,4.7,,,,,,,
浙江,杭州,2024,30,2024-W30,1,中风险,4.2,29.6229,83.24,19.94,3.75,3.9,4.5,,,,,,,
浙江,杭州,2024,31,2024-W31,1,中风险,4,31.7343,74.6471,3.18,1.5771,3.8,4.2,,,,,,,
浙江,杭州,2024,32,2024-W32,1,中风险,3.7,32.5743,71.1614,3.46,1.0457,3.5,3.9,,,,,,,
浙江,杭州,2024,33,2024-W33,1,中风险,3.6,30.0557,78.3729,19.98,1.4986,3.6,3.6,,,,,,,
浙江,杭州,2024,34,2024-W34,1,中风险,3.4,30.5329,74.8171,31.81,1.3371,3.6,3.2,,,,,,,
浙江,杭州,2024,35,2024-W35,1,中风险,3.25,30.26,76.0029,26.43,1.4743,3.4,3.1,,,,,,,
浙江,杭州,2024,36,2024-W36,1,中风险,3.3,30.4286,72.9229,1.72,2.0729,3.4,3.2,,,,,,,
浙江,杭州,2024,37,2024-W37,1,中风险,4.9667,28.6857,81.4429,80.15,2.2871,3.4,3.5,8,,,,,,
浙江,杭州,2024,38,2024-W38,1,中风险,3.1,26.2057,87.1943,87.54,3.3314,3.6,3.7,2,,,,,,
浙江,杭州,2024,39,2024-W39,1,中风险,3.6333,23.0086,85.2214,25.1,1.7429,3.2,3.7,4,,,,,,
浙江,杭州,2024,40,2024-W40,1,中风险,3.85,19.8314,82.0943,45.49,3.0814,3.6,4.1,,,,,,,
浙江,杭州,2024,41,2024-W41,1,中风险,2.5,18.89,79.2771,11.62,1.7271,3.2,3.3,1,,,,,,
浙江,杭州,2024,42,2024-W42,1,中风险,5.7,20.8729,87.63,32.79,2.3043,3.4,,8,,,,,,
浙江,杭州,2024,43,2024-W43,1,中风险,5.15,17.6214,86.31,32.73,2.7986,3.3,,7,,,,,,
浙江,杭州,2024,44,2024-W44,1,中风险,4.3,16.4214,86.1586,115.13,2.9971,3.5,3.4,6,,,,,,
浙江,杭州,2024,45,2024-W45,1,中风险,4.4,14.4243,85.1214,2.47,1.9729,3.6,3.6,6,,,,,,
浙江,杭州,2024,46,2024-W46,1,中风险,8.4,17.3371,88.3786,27.75,1.9457,3.8,,13,,,,,,
浙江,杭州,2024,47,2024-W47,1,中风险,12.05,10.76,84.5843,0.51,2.0857,4.1,,20,,,,,,
浙江,杭州,2024,48,2024-W48,1,中风险,12.9667,8.2243,69.9886,11.25,2.65,4.4,3.5,31,,,,,,
浙江,杭州,2024,49,2024-W49,1,中风险,16.0667,8.5757,82.6357,3.39,1.9729,4.6,3.6,40,,,,,,
浙江,杭州,2024,50,2024-W50,1,中风险,41.1333,4.19,81.9757,16.3,2.3571,5.4,4,114,,,,,,
浙江,杭州,2024,51,2024-W51,1,中风险,81.25,2.6857,74.1357,0,2.1343,6.5,,156,,,,,,
浙江,杭州,2024,52,2024-W52,1,中风险,89.1,3.5614,77.9829,0,1.85,7.2,,171,,,,,,
浙江,杭州,2025,1,2025-W01,1,中风险,53.2333,4.9057,79.2814,0.04,1.7157,7.5,7.2,145,,,,,,
浙江,杭州,2025,2,2025-W02,1,中风险,43.7,2.3829,65.65,0,2.1314,6.2,6.9,118,,,,,,
浙江,杭州,2025,3,2025-W03,1,中风险,10.5333,5.0914,58.1357,0,1.8257,5.1,6.5,20,,,,,,
浙江,杭州,2025,4,2025-W04,1,中风险,4.1667,8.1986,78.11,4.88,2.3514,4.2,5.3,3,,,,,,
浙江,杭州,2025,5,2025-W05,1,中风险,6.45,4.3,74.4386,19.37,2.5129,5.5,7.4,,,,,,,
浙江,杭州,2025,6,2025-W06,1,中风险,3.4667,1.5414,62.7386,0.03,2.6286,3.9,5.5,1,,,,,,
浙江,杭州,2025,7,2025-W07,1,中风险,3.0333,6.0457,79.14,8.54,1.9614,3.4,4.7,1,,,,,,
浙江,杭州,2025,8,2025-W08,1,中风险,6.4667,4.9143,81.0729,22.15,2.44,3.1,4.3,12,,,,,,
浙江,杭州,2025,9,2025-W09,1,中风险,16.4333,12.1586,78.2729,3.71,2.0657,3.1,4.2,42,,,,,,
浙江,杭州,2025,10,2025-W10,1,中风险,10.0333,6.8286,79.2729,27.9,2.7743,3.2,3.9,23,,,,,,
浙江,杭州,2025,11,2025-W11,1,中风险,6.7333,11.0671,86.2614,49.35,2.6543,3.2,4,13,,,,,,
浙江,杭州,2025,12,2025-W12,1,中风险,3.8,11.9414,61.0371,0.13,2.3371,3.3,4.1,4,,,,,,
浙江,杭州,2025,13,2025-W13,1,中风险,4.1667,14.7271,70.0043,16.64,2.8557,3.4,4.1,5,,,,,,
浙江,杭州,2025,14,2025-W14,1,中风险,3.4333,13.6186,67.7871,0.1,1.8343,3.4,3.9,3,,,,,,
浙江,杭州,2025,15,2025-W15,1,中风险,3.55,19.5143,62.6314,33,3.0614,3.2,3.9,,,,,,,
浙江,杭州,2025,16,2025-W16,1,中风险,3.7,20.2714,67.1486,0.77,2.6686,3.3,4.1,,,,,,,
浙江,杭州,2025,17,2025-W17,1,中风险,3.6,19.1443,73.2814,44.93,2.1714,3.3,3.9,,,,,,,
浙江,杭州,2025,18,2025-W18,1,中风险,3.8,21.8486,64.4314,0.62,2.7029,3.4,4.2,,,,,,,
浙江,杭州,2025,19,2025-W19,1,中风险,3.6,20.1557,75.4557,93.71,3.1343,3.1,4.1,,,,,,,
浙江,杭州,2025,20,2025-W20,1,中风险,2.9333,23.5614,71.65,23.26,2.1129,3.1,4.7,1,,,,,,
浙江,杭州,2025,21,2025-W21,1,中风险,5.3,24.1443,78.5386,65.94,2.3357,3.2,4.7,8,,,,,,
浙江,杭州,2025,22,2025-W22,1,中风险,3.9667,21.7814,76.1386,60.46,1.4871,3.1,4.8,4,,,,,,
浙江,杭州,2025,23,2025-W23,1,中风险,3.2,25.0086,76.2571,49.31,1.6429,3.1,4.5,2,,,,,,
浙江,杭州,2025,24,2025-W24,1,中风险,3.0667,24.74,90.04,145.94,2.0657,2.9,4.3,2,,,,,,
浙江,杭州,2025,25,2025-W25,2,低风险,3.9444,26.5371,83.4786,77.24,2.1429,2.9,4.3,1,1.5,15.4,2.9,0.1,0.7,6.7
浙江,杭州,2025,26,2025-W26,2,低风险,3.9778,26.9914,83.73,40.25,1.4643,3,4.3,2,1.6,14,3,0.2,0.8,6.9
浙江,杭州,2025,27,2025-W27,2,低风险,3.6889,29.8914,78.1443,0.53,1.6657,2.9,4.2,2,1.8,11.9,3.3,0.3,0.5,6.3
浙江,杭州,2025,28,2025-W28,2,低风险,3.7778,27.7329,87.7657,117.37,3.0214,2.7,4,1,1.8,13.4,3.3,0.2,0.8,6.8
浙江,杭州,2025,29,2025-W29,2,低风险,4.1625,29.1286,84.6371,71.43,2.1757,2.6,3.8,,2.4,14,4.3,0.5,0.6,5.1
浙江,杭州,2025,30,2025-W30,2,低风险,3.8625,27.9186,89.0071,67.85,3.2514,2.6,3.6,,2.2,13.5,3.4,0.6,0.7,4.3
浙江,杭州,2025,31,2025-W31,2,低风险,3.9625,27.7586,87.6071,162.49,3.1443,2.6,3.5,,2.3,13.6,3.8,0.6,0.9,4.4
浙江,杭州,2025,32,2025-W32,2,低风险,3.4875,29.8743,82.3157,2.87,1.9657,2.5,3.5,,1.5,10.8,3.9,0.4,0.9,4.4
浙江,杭州,2025,33,2025-W33,2,低风险,3.5111,28.9914,82.1671,7.23,2.0514,2.5,3.4,2,1.5,11.9,3.6,0.6,0.5,5.6
