region,city,report_year,report_week,year_week,cluster_id,risk_level,risk_score,avg_temperature,avg_humidity,precipitation_total,wind_speed,influenza_ili_percent_north,influenza_ili_percent_south,influenza_outbreak_count,resp_outpatient_ili_influenza_positive_rate,resp_outpatient_ili_covid_positive_rate,resp_outpatient_ili_rsv_positive_rate,resp_outpatient_ili_mycoplasma_positive_rate,resp_hospital_sari_influenza_positive_rate,resp_hospital_sari_covid_positive_rate
上海,上海,2024,1,2024-W01,1,中风险,8.4,5.0871,81.3957,3.4,3.2614,7.1,9.7,,,,,,,
上海,上海,2024,2,2024-W02,1,中风险,7.5,7.2157,77.1357,0.28,3.0557,6.3,8.7,,,,,,,
上海,上海,2024,3,2024-W03,1,中风险,6.85,6.8814,85.2314,24.78,4.7843,6,7.7,,,,,,,
上海,上海,2024,4,2024-W04,1,中风险,6.1,0.9914,65.2143,0.03,4.2071,5.2,7,,,,,,,
上海,上海,2024,5,2024-W05,1,中风险,5.7,6.68,89.2629,75.98,4.1586,5,6.4,,,,,,,
上海,上海,2024,6,2024-W06,1,中风险,6.8,4.1114,77.4543,4.27,3.9343,5.7,7.9,,,,,,,
上海,上海,2024,7,2024-W07,1,中风险,6.65,10.2771,80.3171,5.17,3.6943,5.7,7.6,,,,,,,
上海,上海,2024,8,2024-W08,1,中风险,5,5.3886,87.7257,76.28,5.7314,4.3,5.7,,,,,,,
上海,上海,2024,9,2024-W09,1,中风险,4.1,5.5214,81.0086,48.23,3.6529,4.3,5,3,,,,,,
上海,上海,2024,10,2024-W10,1,中风险,10.5333,8.3414,81.3914,23.38,4.0129,4.1,5.5,22,,,,,,
上海,上海,2024,11,2024-W11,1,中风险,10.8333,10.9129,84.4943,5.79,3.3729,4.1,5.4,23,,,,,,
上海,上海,2024,12,2024-W12,1,中风险,6.3,12.9929,78.8271,9.64,3.67,3.9,5,10,,,,,,
上海,上海,2024,13,2024-W13,1,中风险,6.8333,14.6486,82.9657,41.5,4.2229,3.8,4.7,12,,,,,,
上海,上海,2024,14,2024-W14,1,中风险,4.5,15.1686,82.5014,33.5,3.8729,3.8,4.7,5,,,,,,
上海,上海,2024,15,2024-W15,1,中风险,3.9667,15.8057,86.7357,60.81,3.5957,3.6,4.3,4,,,,,,
上海,上海,2024,16,2024-W16,1,中风险,4.3667,17.0429,83.7286,66.01,4,3.5,4.6,5,,,,,,
上海,上海,2024,17,2024-W17,1,中风险,5.4333,18.0529,82.3457,21.25,3.2614,3.6,4.7,8,,,,,,
上海,上海,2024,18,2024-W18,1,中风险,4.4,17.4471,81.4543,36,4.05,3.8,5,,,,,,,
上海,上海,2024,19,2024-W19,1,中风险,4.5,19.8186,77.71,34.2,3.47,3.6,4.9,5,,,,,,
上海,上海,2024,20,2024-W20,1,中风险,7.3667,20.1071,73.8757,0.81,3.92,4,5.1,13,,,,,,
上海,上海,2024,21,2024-W21,1,中风险,6.9,22.88,85.0729,2.1,3.5243,3.9,4.8,12,,,,,,
上海,上海,2024,22,2024-W22,1,中风险,5.9667,21.3914,77.1,56.97,4.0329,3.8,5.1,9,,,,,,
上海,上海,2024,23,2024-W23,1,中风险,3.6,22.7014,77.9471,9.2,3.05,3.9,4.9,2,,,,,,
上海,上海,2024,24,2024-W24,1,中风险,4.3667,25.2343,80.8643,13.66,2.9643,4,5.1,4,,,,,,
上海,上海,2024,25,2024-W25,1,中风险,6.0333,26.04,85.5929,114.36,3.96,3.9,5.2,9,,,,,,
上海,上海,2024,26,2024-W26,1,中风险,4.3,25.4886,89.6071,219.32,3.3071,3.8,5.1,4,,,,,,
上海,上海,2024,27,2024-W27,1,中风险,4.6333,30.0586,81.2014,14.32,3.0414,3.8,5.1,5,,,,,,
上海,上海,2024,28,2024-W28,1,中风险,4.5,29.0671,86.1143,83.75,3.0186,4.1,4.9,,,,,,,
上海,上海,2024,29,2024-W29,1,中风险,4.25,30.6329,81.09,6.26,2.83,3.8,4.7,,,,,,,
上海,上海,2024,30,2024-W30,1,中风险,4.2,29.8471,84.3686,12.34,7.34,3.9,4.5,,,,,,,
上海,上海,2024,31,2024-W31,1,中风险,4,31.6857,78.2714,1.05,3.0229,3.8,4.2,,,,,,,
上海,上海,2024,32,2024-W32,1,中风险,3.7,31.4686,79.0071,2.86,2.3,3.5,3.9,,,,,,,
上海,上海,2024,33,2024-W33,1,中风险,3.6,30.3443,80.1886,20.34,2.8543,3.6,3.6,,,,,,,
上海,上海,2024,34,2024-W34,1,中风险,3.4,30.8357,78.51,14.46,3.1543,3.6,3.2,,,,,,,
上海,上海,2024,35,2024-W35,1,中风险,3.25,30.6443,74.4657,6.78,3.05,3.4,3.1,,,,,,,
上海,上海,2024,36,2024-W36,1,中风险,3.3,30.2629,76.0671,6.45,3.7157,3.4,3.2,,,,,,,
上海,上海,2024,37,2024-W37,1,中风险,4.9667,29.5286,81.6129,87.11,4.7629,3.4,3.5,8,,,,,,
上海,上海,2024,38,2024-W38,1,中风险,3.1,27.4486,86.5771,138.93,5.8057,3.6,3.7,2,,,,,,
上海,上海,2024,39,2024-W39,1,中风险,3.6333,24.6843,82.09,17.16,3.4357,3.2,3.7,4,,,,,,
上海,上海,2024,40,2024-W40,1,中风险,3.85,21.9286,78.1257,42.33,5.6643,3.6,4.1,,,,,,,
上海,上海,2024,41,2024-W41,1,中风险,2.5,20.1414,77.73,14.67,3.4529,3.2,3.3,1,,,,,,
上海,上海,2024,42,2024-W42,1,中风险,5.7,22.1314,85.4586,24.72,3.9343,3.4,,8,,,,,,
上海,上海,2024,43,2024-W43,1,中风险,5.15,19.5171,84.9429,43.23,4.3557,3.3,,7,,,,,,
上海,上海,2024,44,2024-W44,1,中风险,4.3,18.2114,84.7014,173.86,5.51,3.5,3.4,6,,,,,,
上海,上海,2024,45,2024-W45,1,中风险,4.4,16.1229,81.2471,4.87,4.4971,3.6,3.6,6,,,,,,
上海,上海,2024,46,2024-W46,1,中风险,8.4,18.3186,87.9229,32.6,3.6257,3.8,,13,,,,,,
上海,上海,2024,47,2024-W47,1,中风险,12.05,12.4057,78.21,0.22,4.1386,4.1,,20,,,,,,
上海,上海,2024,48,2024-W48,1,中风险,12.9667,9.3729,72.35,9.65,4.3671,4.4,3.5,31,,,,,,
上海,上海,2024,49,2024-W49,1,中风险,16.0667,9.5486,80.0043,1.24,3.6757,4.6,3.6,40,,,,,,
上海,上海,2024,50,2024-W50,1,中风险,41.1333,6.13,78.2443,15.75,4.4243,5.4,4,114,,,,,,
上海,上海,2024,51,2024-W51,1,中风险,81.25,4.3186,76.3157,0,3.9457,6.5,,156,,,,,,
上海,上海,2024,52,2024-W52,1,中风险,89.1,4.84,76.8743,0.02,3.3329,7.2,,171,,,,,,
上海,上海,2025,1,2025-W01,1,中风险,53.2333,5.92,80.75,0.01,2.82,7.5,7.2,145,,,,,,
上海,上海,2025,2,2025-W02,1,中风险,43.7,2.8114,69.6871,0,3.8114,6.2,6.9,118,,,,,,
上海,上海,2025,3,2025-W03,1,中风险,10.5333,5.1329,66.82,0,2.5114,5.1,6.5,20,,,,,,
上海,上海,2025,4,2025-W04,1,中风险,4.1667,8.13,85.0129,4.57,3.6643,4.2,5.3,3,,,,,,
上海,上海,2025,5,2025-W05,1,中风险,6.45,4.9114,74.3686,19.7,4.41,5.5,7.4,,,,,,,
上海,上海,2025,6,2025-W06,1,中风险,3.4667,1.9429,63.91,0.01,4.1971,3.9,5.5,1,,,,,,
上海,上海,2025,7,2025-W07,1,中风险,3.0333,6.5014,79.9714,8.52,3.3314,3.4,4.7,1,,,,,,
上海,上海,2025,8,2025-W08,1,中风险,6.4667,5.6157,75.3286,8.18,4.03,3.1,4.3,12,,,,,,
上海,上海,2025,9,2025-W09,1,中风险,16.4333,11.3743,78.2443,2.76,2.7857,3.1,4.2,42,,,,,,
上海,上海,2025,10,2025-W10,1,中风险,10.0333,7.7257,78.4986,20.73,4.6,3.2,3.9,23,,,,,,
上海,上海,2025,11,2025-W11,1,中风险,6.7333,10.8557,84.39,45.49,4.5971,3.2,4,13,,,,,,
上海,上海,2025,12,2025-W12,1,中风险,3.8,11.5929,63.42,0.38,3.7229,3.3,4.1,4,,,,,,
上海,上海,2025,13,2025-W13,1,中风险,4.1667,14.7771,67.7886,13.57,4.0043,3.4,4.1,5,,,,,,
上海,上海,2025,14,2025-W14,1,中风险,3.4333,12.8686,68.9029,0.33,3.3571,3.4,3.9,3,,,,,,
上海,上海,2025,15,2025-W15,1,中风险,3.55,18.4029,68.3429,23.72,4.7629,3.2,3.9,,,,,,,
上海,上海,2025,16,2025-W16,1,中风险,3.7,19.61,69.0257,0.18,4.2871,3.3,4.1,,,,,,,
上海,上海,2025,17,2025-W17,1,中风险,3.6,18.4743,71.1714,13.59,3.9757,3.3,3.9,,,,,,,
上海,上海,2025,18,2025-W18,1,中风险,3.8,20.6857,64.7929,0.28,4.4771,3.4,4.2,,,,,,,
上海,上海,2025,19,2025-W19,1,中风险,3.6,20.1857,75.3143,73.49,5.0586,3.1,4.1,,,,,,,
上海,上海,2025,20,2025-W20,1,中风险,2.9333,23.4386,71.2229,16.44,3.6571,3.1,4.7,1,,,,,,
上海,上海,2025,21,2025-W21,1,中风险,5.3,23.6057,78.8143,79.37,4.0286,3.2,4.7,8,,,,,,
上海,上海,2025,22,2025-W22,1,中风险,3.9667,21.4071,77.1457,28.86,3.7457,3.1,4.8,4,,,,,,
上海,上海,2025,23,2025-W23,1,中风险,3.2,24.6271,76.8429,84.87,3.3029,3.1,4.5,2,,,,,,
上海,上海,2025,24,2025-W24,1,中风险,3.0667,24.5671,87.7443,107.97,3.6486,2.9,4.3,2,,,,,,
上海,上海,2025,25,2025-W25,2,低风险,3.9444,26.8757,83.2029,86.3,3.72,2.9,4.3,1,1.5,15.4,2.9,0.1,0.7,6.7
上海,上海,2025,26,2025-W26,2,低风险,3.9778,26.9257,83.9857,41.57,2.6571,3,4.3,2,1.6,14,3,0.2,0.8,6.9
上海,上海,2025,27,2025-W27,2,低风险,3.6889,29.8586,81.9686,0.32,4.0643,2.9,4.2,2,1.8,11.9,3.3,0.3,0.5,6.3
上海,上海,2025,28,2025-W28,2,低风险,3.7778,28.4829,85.0843,50.97,5.5514,2.7,4,1,1.8,13.4,3.3,0.2,0.8,6.8
上海,上海,2025,29,2025-W29,2,低风险,4.1625,29.47,81.8129,44.97,3.9557,2.6,3.8,,2.4,14,4.3,0.5,0.6,5.1
上海,上海,2025,30,2025-W30,2,低风险,3.8625,28.7114,85.7143,41.22,6.2457,2.6,3.6,,2.2,13.5,3.4,0.6,0.7,4.3
上海,上海,2025,31,2025-W31,2,低风险,3.9625,28.8386,85.1043,271.44,5.1957,2.6,3.5,,2.3,13.6,3.8,0.6,0.9,4.4
上海,上海,2025,32,2025-W32,2,低风险,3.4875,30.7514,81.0929,9.34,3.16,2.5,3.5,,1.5,10.8,3.9,0.4,0.9,4.4
上海,上海,2025,33,2025-W33,2,低风险,3.5111,29.6271,81.8871,8.47,3.8514,2.5,3.4,2,1.5,11.9,3.6,0.6,0.5,5.6
上海,上海,2025,34,2025-W34,2,低风险,3.3375,30.5486,80.3757,1.75,2.2443,2.5,3.2,,1.9,10.5,3.2,0.5,0.6,4.3
上海,上海,2025,35,2025-W35,2,低风险,3.1875,30.0871,78.3614,17.01,2.6371,2.5,3.1,,2.4,8.5,3.7,0.4,0.6,4.3
上海,上海,2025,36,2025-W36,2,低风险,2.8444,29.8386,79.6243,78.76,1.7671,2.7,3.4,1,3.3,6.8,3.5,0.4,0.8,3.7
上海,上海,2025,37,2025-W37,2,低风险,3.3875,28.2314,82.4129,21.05,2.5243,2.8,3.6,,3.6,6.8,5.6,0.4,1,3.3
上海,上海,2025,38,2025-W38,1,中风险,4.2889,27.4843,80.1757,25.75,3.59,2.9,3.8,13,3.5,5.3,5.9,0.3,1.1,2.8
上海,上海,2025,39,2025-W39,1,中风险,4.5667,27.7743,84.53,15.31,2.7314,2.9,3.8,16,4.1,3.6,7.6,0.2,1,1.9
上海,上海,2025,40,2025-W40,1,中风险,3.8,26.5171,82.5129,26.95,2.8043,3.3,4.4,11,3,3.2,5.7,0.3,1.2,2.1
上海,上海,2025,41,2025-W41,1,中风险,2.9111,26.9,81.6857,0.13,2.69,2.8,4.1,4,3.5,2.3,6.7,0.3,1.1,1.4
上海,上海,2025,42,2025-W42,1,中风险,8.4625,24.2129,81.8014,50.06,4.2829,2.7,,49,5.8,1.8,5.6,0.5,1.3,1
上海,上海,2025,43,2025-W43,1,中风险,21.2875,17.3871,72.7043,0.3,6.4443,3.6,,144,10.5,1.5,7,0.4,2.4,0.9
上海,上海,2025,44,2025-W44,1,中风险,43.0889,17.1571,76.22,8.22,3.8257,5.1,4.6,347,17.5,1.4,6.6,0.4,4.2,1
上海,上海,2025,45,2025-W45,0,高风险,75.6222,17.1743,82.1157,13.01,4.0571,6.1,5.5,621,29.8,1.1,6.1,0.5,9.8,0.7
上海,上海,2025,46,2025-W46,0,高风险,127.3125,15.7886,77.4843,3.43,4.0986,7,,955,38.1,0.5,5,0.3,11.4,1.2
上海,上海,2025,47,2025-W47,0,高风险,163.8,9.7,64.92,1.65,3.9657,8.6,,1234,44.8,0.6,4.3,0.6,16.4,1.1
上海,上海,2025,48,2025-W48,0,高风险,203.2,10.4043,58.9129,0,3.1271,9.1,,1541,51.1,0.6,3.5,0.3,19,1
上海,上海,2025,49,2025-W49,0,高风险,146.6111,9.6071,69.57,0.01,3.4714,7.9,11.1,1219,54.2,0.3,4,0.2,22.1,0.7
上海,上海,2025,50,2025-W50,0,高风险,82.9111,9.8371,74.8571,0.79,4.3757,6.3,9.7,651,50.2,0.5,4.9,0.2,22.5,0.9
上海,上海,2025,51,2025-W51,0,高风险,34.2625,9.7671,73.5543,0.83,3.4214,4.9,,201,41.9,0.7,6.1,0.4,18.6,0.5
上海,上海,2025,52,2025-W52,1,中风险,17.9875,7.1586,73.61,6.68,3.62,4.2,,82,33.7,0.7,7.2,0.3,14.5,1.3
上海,上海,2026,1,2026-W01,1,中风险,10.6444,5.52,71.2886,4.41,4.3786,4.1,5.4,37,27.4,1.1,8.8,0.2,10.6,1.2
上海,上海,2026,2,2026-W02,1,中风险,7.7889,3.9771,68.4243,0.8,3.9386,3.7,4.8,19,23.3,1.1,9.8,0.3,7.1,1
上海,上海,2026,3,2026-W03,1,中风险,7.3222,9.4114,75.7243,0.09,3.2714,3.5,4.7,18,21.3,0.9,9.3,0.3,6.9,1
上海,上海,2026,4,2026-W04,1,中风险,5.9333,3.6229,71.1371,3.14,4.7814,3.4,4.3,8,18.8,1.5,8.3,0.2,7.7,1.2
上海,上海,2026,5,2026-W05,1,中风险,5.2222,5.6229,78.6,27.87,4.4986,3.3,4,4,17.1,2.3,7.9,0.2,6.4,1.8
上海,上海,2026,6,2026-W06,1,中风险,4.6375,5.4543,71.6714,15.03,4.2429,3,3.3,,13,2.2,8.6,0.2,5.1,1.7
上海,上海,2026,7,2026-W07,1,中风险,3.8222,8.7357,77.6371,3.95,2.7714,2.9,3.6,1,11,1.7,8,0.2,4.9,1.1
上海,上海,2026,8,2026-W08,1,中风险,4.425,9.1357,67.0557,13.83,3.8214,4.9,4.8,,10.5,1.3,8,0,4.4,1.5
上海,上海,2026,9,2026-W09,1,中风险,3.95,10.19,85.2057,69.98,4.28,3,3,,11,2.3,6.6,0.2,4.1,1.4
上海,上海,2026,10,2026-W10,1,中风险,3.6125,8.78,78.7529,5.96,4.4414,2.8,2.8,,9.4,2.6,6.8,0.2,3.3,1
上海,上海,2026,11,2026-W11,1,中风险,4.0556,9.3657,73.9471,0.11,3.6429,3,3,6,11.3,2.3,5.8,0.2,3.6,1.3
上海,上海,2026,12,2026-W12,1,中风险,7.3556,10.8371,81.5014,20.04,3.3657,3.5,3.3,32,13.3,2.7,4.4,0.2,5.7,1.1
上海,上海,2026,13,2026-W13,1,中风险,11.1667,13.6843,80.3843,7.96,3.1229,3.6,3.5,64,15.5,2.4,3.9,0.1,6.2,1.3
上海,上海,2026,14,2026-W14,1,中风险,10.1778,16.2929,80.09,34.98,4.0129,3.6,3.6,56,16.3,2,4,0.2,5,0.9
上海,上海,2026,15,2026-W15,1,中风险,6.2333,17.1471,76.3843,15.8,5.0186,3.6,3.7,23,15.3,1.8,2.6,0.3,5.5,0.3
上海,上海,2026,16,2026-W16,1,中风险,5.3778,17.2957,80.6214,6.69,3.2914,3.5,3.7,18,13.4,1.3,2.6,0.2,4.9,0.8
上海,上海,2026,17,2026-W17,1,中风险,5.8,16.6529,76.1814,32.13,3.6671,3.7,3.9,20,14.8,1.3,2.3,0.2,5.3,0.7
上海,上海,2026,18,2026-W18,1,中风险,5.7222,16.8371,77.2514,35.68,4.1243,3.3,4.1,22,13.3,1.5,1.7,0.1,4.9,0.6
上海,上海,2026,19,2026-W19,1,中风险,3.9111,19.0029,70.8171,0.37,2.9643,3.6,4.1,7,12.2,1.4,2,0.1,4.2,0.6
上海,上海,2026,20,2026-W20,1,中风险,5.0333,22.3883,82.16,3.92,3.4017,3.4,4.2,18,11.9,1.7,1.2,0.2,4,0.7
云南,昆明,2024,1,2024-W01,1,中风险,8.4,8.2743,74.0771,0,2.5214,7.1,9.7,,,,,,,
云南,昆明,2024,2,2024-W02,1,中风险,7.5,9.0814,66.7071,0,1.9571,6.3,8.7,,,,,,,
云南,昆明,2024,3,2024-W03,1,中风险,6.85,9.4829,78.2571,13.04,2.6457,6,7.7,,,,,,,
云南,昆明,2024,4,2024-W04,1,中风险,6.1,6.3029,86.2429,10.8,2.5129,5.2,7,,,,,,,
云南,昆明,2024,5,2024-W05,1,中风险,5.7,8.2686,71.6786,3.2,3.3457,5,6.4,,,,,,,
云南,昆明,2024,6,2024-W06,1,中风险,6.8,8.5729,71.2257,0.18,3.1371,5.7,7.9,,,,,,,
云南,昆明,2024,7,2024-W07,1,中风险,6.65,10.9143,65.2371,0,3.33,5.7,7.6,,,,,,,
云南,昆明,2024,8,2024-W08,1,中风险,5,12.35,62.8386,0.16,4.03,4.3,5.7,,,,,,,
云南,昆明,2024,9,2024-W09,1,中风险,4.1,13.3157,61.3629,0.03,3.9143,4.3,5,3,,,,,,
云南,昆明,2024,10,2024-W10,1,中风险,10.5333,13.4457,51.8129,0,3.7614,4.1,5.5,22,,,,,,
云南,昆明,2024,11,2024-W11,1,中风险,10.8333,13.7886,55.1743,0,3.2943,4.1,5.4,23,,,,,,
云南,昆明,2024,12,2024-W12,1,中风险,6.3,14.7829,64.42,1.54,3.83,3.9,5,10,,,,,,
云南,昆明,2024,13,2024-W13,1,中风险,6.8333,16.2186,59.6214,3.18,3.2486,3.8,4.7,12,,,,,,
云南,昆明,2024,14,2024-W14,1,中风险,4.5,17.8986,55.11,0.03,4.47,3.8,4.7,5,,,,,,
云南,昆明,2024,15,2024-W15,1,中风险,3.9667,18.8543,52.8243,0.15,3.4829,3.6,4.3,4,,,,,,
云南,昆明,2024,16,2024-W16,1,中风险,4.3667,18.1871,59.3343,3.41,3.5386,3.5,4.6,5,,,,,,
云南,昆明,2024,17,2024-W17,1,中风险,5.4333,19.02,52.3157,0.22,3.9257,3.6,4.7,8,,,,,,
云南,昆明,2024,18,2024-W18,1,中风险,4.4,19.1043,52.4486,2.84,3.78,3.8,5,,,,,,,
云南,昆明,2024,19,2024-W19,1,中风险,4.5,18.3229,67.4314,15.01,2.5271,3.6,4.9,5,,,,,,
云南,昆明,2024,20,2024-W20,1,中风险,7.3667,20.2443,66.9329,10.75,2.74,4,5.1,13,,,,,,
云南,昆明,2024,21,2024-W21,1,中风险,6.9,19.6743,67.4829,18.49,2.2143,3.9,4.8,12,,,,,,
云南,昆明,2024,22,2024-W22,1,中风险,5.9667,21.1771,71.88,20.63,3.0357,3.8,5.1,9,,,,,,
云南,昆明,2024,23,2024-W23,1,中风险,3.6,21.3543,73.1471,92.55,2.36,3.9,4.9,2,,,,,,
云南,昆明,2024,24,2024-W24,1,中风险,4.3667,21.3171,77.1043,68.33,2.4843,4,5.1,4,,,,,,
云南,昆明,2024,25,2024-W25,1,中风险,6.0333,22.03,74.6143,26.01,2.89,3.9,5.2,9,,,,,,
云南,昆明,2024,26,2024-W26,1,中风险,4.3,20.19,79.4929,30.97,3.1357,3.8,5.1,4,,,,,,
云南,昆明,2024,27,2024-W27,1,中风险,4.6333,20.6257,77.1057,20.42,3.2586,3.8,5.1,5,,,,,,
云南,昆明,2024,28,2024-W28,1,中风险,4.5,21.9414,74.0471,5,3.0443,4.1,4.9,,,,,,,
云南,昆明,2024,29,2024-W29,1,中风险,4.25,22.0186,74.6129,26.15,2.6771,3.8,4.7,,,,,,,
云南,昆明,2024,30,2024-W30,1,中风险,4.2,22.9857,72.2943,59.11,1.5614,3.9,4.5,,,,,,,
云南,昆明,2024,31,2024-W31,1,中风险,4,20.6114,78.9543,68.03,1.95,3.8,4.2,,,,,,,
云南,昆明,2024,32,2024-W32,1,中风险,3.7,21.0129,76.0543,18.36,2.26,3.5,3.9,,,,,,,
云南,昆明,2024,33,2024-W33,1,中风险,3.6,21.14,71.6929,33.1,1.9014,3.6,3.6,,,,,,,
云南,昆明,2024,34,2024-W34,1,中风险,3.4,21.1686,75.1329,17.1,1.3386,3.6,3.2,,,,,,,
云南,昆明,2024,35,2024-W35,1,中风险,3.25,21.7129,74.2743,30.64,1.5643,3.4,3.1,,,,,,,
云南,昆明,2024,36,2024-W36,1,中风险,3.3,20.0657,77.6514,50.81,2.0157,3.4,3.2,,,,,,,
云南,昆明,2024,37,2024-W37,1,中风险,4.9667,19.2457,79.6457,27.45,2.2643,3.4,3.5,8,,,,,,
云南,昆明,2024,38,2024-W38,1,中风险,3.1,19.4786,77.2529,38.85,2.53,3.6,3.7,2,,,,,,
云南,昆明,2024,39,2024-W39,1,中风险,3.6333,19.7043,76.6057,5.11,2.1114,3.2,3.7,4,,,,,,
云南,昆明,2024,40,2024-W40,1,中风险,3.85,16.6086,78.2729,14.86,2.79,3.6,4.1,,,,,,,
云南,昆明,2024,41,2024-W41,1,中风险,2.5,16.81,83.5171,32.83,2.3686,3.2,3.3,1,,,,,,
云南,昆明,2024,42,2024-W42,1,中风险,5.7,16.8714,78.16,31.26,1.9414,3.4,,8,,,,,,
云南,昆明,2024,43,2024-W43,1,中风险,5.15,16.3686,77.6514,4.45,2.0771,3.3,,7,,,,,,
云南,昆明,2024,44,2024-W44,1,中风险,4.3,15.5629,78.2229,7.7,1.9429,3.5,3.4,6,,,,,,
云南,昆明,2024,45,2024-W45,1,中风险,4.4,13.1271,82.1714,35.17,1.8729,3.6,3.6,6,,,,,,
云南,昆明,2024,46,2024-W46,1,中风险,8.4,13.6929,71.63,0,1.9643,3.8,,13,,,,,,
云南,昆明,2024,47,2024-W47,1,中风险,12.05,12.1743,81.5571,15.58,2.12,4.1,,20,,,,,,
云南,昆明,2024,48,2024-W48,1,中风险,12.9667,8.8686,83.8657,15.53,2.3543,4.4,3.5,31,,,,,,
云南,昆明,2024,49,2024-W49,1,中风险,16.0667,10.4857,77.9671,0.07,2.4486,4.6,3.6,40,,,,,,
云南,昆明,2024,50,2024-W50,1,中风险,41.1333,9.6357,79.6429,0.13,2.8529,5.4,4,114,,,,,,
云南,昆明,2024,51,2024-W51,1,中风险,81.25,8.8614,80.7971,0.25,2.4157,6.5,,156,,,,,,
云南,昆明,2024,52,2024-W52,1,中风险,89.1,8.9286,78.84,0.38,2.3857,7.2,,171,,,,,,
云南,昆明,2025,1,2025-W01,1,中风险,53.2333,9.3014,76.6171,0,2.1886,7.5,7.2,145,,,,,,
云南,昆明,2025,2,2025-W02,1,中风险,43.7,6.9371,81.7386,4.19,2.53,6.2,6.9,118,,,,,,
云南,昆明,2025,3,2025-W03,1,中风险,10.5333,7.6729,78.1043,0.01,2.3957,5.1,6.5,20,,,,,,
云南,昆明,2025,4,2025-W04,1,中风险,4.1667,8.3743,72.7257,0.53,3.0729,4.2,5.3,3,,,,,,
云南,昆明,2025,5,2025-W05,1,中风险,6.45,6.4357,78.8186,4.49,2.9686,5.5,7.4,,,,,,,
云南,昆明,2025,6,2025-W06,1,中风险,3.4667,7.9557,79.2014,0.11,2.9586,3.9,5.5,1,,,,,,
云南,昆明,2025,7,2025-W07,1,中风险,3.0333,10.95,68.4571,2.02,3.5671,3.4,4.7,1,,,,,,
云南,昆明,2025,8,2025-W08,1,中风险,6.4667,11.4829,66.1286,1.74,3.0414,3.1,4.3,12,,,,,,
云南,昆明,2025,9,2025-W09,1,中风险,16.4333,11.9757,62.3729,7.93,3.9129,3.1,4.2,42,,,,,,
云南,昆明,2025,10,2025-W10,1,中风险,10.0333,11.7429,68.1871,2.34,3.55,3.2,3.9,23,,,,,,
云南,昆明,2025,11,2025-W11,1,中风险,6.7333,13.5814,60.9014,0.6,3.5686,3.2,4,13,,,,,,
云南,昆明,2025,12,2025-W12,1,中风险,3.8,9.9686,78.9,8.42,2.9129,3.3,4.1,4,,,,,,
云南,昆明,2025,13,2025-W13,1,中风险,4.1667,15.5157,57.5557,0.25,3.5314,3.4,4.1,5,,,,,,
云南,昆明,2025,14,2025-W14,1,中风险,3.4333,15.9071,66.4014,0.15,3.0686,3.4,3.9,3,,,,,,
云南,昆明,2025,15,2025-W15,1,中风险,3.55,16.1543,61.7086,2.83,3.0829,3.2,3.9,,,,,,,
云南,昆明,2025,16,2025-W16,1,中风险,3.7,17.4571,66.6214,1.21,3.0986,3.3,4.1,,,,,,,
云南,昆明,2025,17,2025-W17,1,中风险,3.6,19.3643,59.1214,1.38,3.5514,3.3,3.9,,,,,,,
云南,昆明,2025,18,2025-W18,1,中风险,3.8,17.48,67.1743,20.47,2.6057,3.4,4.2,,,,,,,
云南,昆明,2025,19,2025-W19,1,中风险,3.6,19.56,62.1957,19.73,3.0414,3.1,4.1,,,,,,,
云南,昆明,2025,20,2025-W20,1,中风险,2.9333,19.9543,71.2129,22.76,2.4543,3.1,4.7,1,,,,,,
云南,昆明,2025,21,2025-W21,1,中风险,5.3,19.0486,71.6014,47.74,2.9529,3.2,4.7,8,,,,,,
云南,昆明,2025,22,2025-W22,1,中风险,3.9667,18.5957,80.9014,46.01,3.2586,3.1,4.8,4,,,,,,
云南,昆明,2025,23,2025-W23,1,中风险,3.2,20.5329,73.5914,33.27,2.3429,3.1,4.5,2,,,,,,
云南,昆明,2025,24,2025-W24,1,中风险,3.0667,20.4671,69.3271,69.01,2.2043,2.9,4.3,2,,,,,,
云南,昆明,2025,25,2025-W25,2,低风险,3.9444,20.5757,78.2014,61.31,2.38,2.9,4.3,1,1.5,15.4,2.9,0.1,0.7,6.7
云南,昆明,2025,26,2025-W26,2,低风险,3.9778,19.8514,80.8471,67.98,2.2086,3,4.3,2,1.6,14,3,0.2,0.8,6.9
云南,昆明,2025,27,2025-W27,2,低风险,3.6889,20.0414,79.3743,36.34,2.2114,2.9,4.2,2,1.8,11.9,3.3,0.3,0.5,6.3
云南,昆明,2025,28,2025-W28,2,低风险,3.7778,20.4586,77.8514,23.5,2.3786,2.7,4,1,1.8,13.4,3.3,0.2,0.8,6.8
云南,昆明,2025,29,2025-W29,2,低风险,4.1625,21.5871,76.81,58.05,1.5714,2.6,3.8,,2.4,14,4.3,0.5,0.6,5.1
云南,昆明,2025,30,2025-W30,2,低风险,3.8625,20.5757,78.9786,74.28,2.6771,2.6,3.6,,2.2,13.5,3.4,0.6,0.7,4.3
云南,昆明,2025,31,2025-W31,2,低风险,3.9625,22.1057,72.4329,37.74,1.5443,2.6,3.5,,2.3,13.6,3.8,0.6,0.9,4.4
云南,昆明,2025,32,2025-W32,2,低风险,3.4875,21.7657,77.6343,45.03,1.9571,2.5,3.5,,1.5,10.8,3.9,0.4,0.9,4.4
