region,city,period_month,days_count,avg_temperature,max_temperature,min_temperature,avg_humidity,precipitation_total,wind_speed
宁夏,银川,2018-04,30,12.7553,20.5693,5.022,34.4433,13.79,3.2187
宁夏,银川,2018-05,31,18.2335,26.3923,9.4052,35.2277,25.03,3.2055
宁夏,银川,2018-06,30,23.4803,30.3727,15.975,37.3437,17.95,2.228
宁夏,银川,2018-07,31,25.1968,31.7223,18.4135,56.2077,102.56,2.6884
宁夏,银川,2018-08,31,23.5939,29.3397,18.1832,64.9184,92.74,2.0019
宁夏,银川,2018-09,30,15.1107,22.0617,9.0723,55.3957,27.9,2.261
宁夏,银川,2018-10,31,8.1765,15.7481,1.7648,51.1132,10.89,2.0481
宁夏,银川,2018-11,30,1.1377,7.5937,-3.2047,52.7847,2.94,2.007
宁夏,银川,2018-12,31,-8.2552,-2.3103,-12.7632,52.8816,0.25,2.2661
宁夏,银川,2019-01,31,-7.1597,-0.8968,-12.1265,57.6835,0.87,1.6861
宁夏,银川,2019-02,28,-3.7111,2.735,-9.0975,54.5975,0.44,2.3668
宁夏,银川,2019-03,31,3.8174,11.32,-2.2423,36.7465,0.65,2.4887
宁夏,银川,2019-04,30,13.486,22.0323,5.0083,37.646,10.02,2.9397
宁夏,银川,2019-05,31,15.9061,23.0481,8.4981,39.5974,17.34,3.1839
宁夏,银川,2019-06,30,22.191,28.8433,15.156,46.8207,78.95,2.623
宁夏,银川,2019-07,31,24.2158,31.2061,16.8968,46.0106,14.8,2.3055
宁夏,银川,2019-08,31,23.1439,30.4906,16.0539,45.2697,20.94,2.1906
宁夏,银川,2019-09,30,18.3767,25.853,11.6697,54.4167,25.23,2.442
宁夏,银川,2019-10,31,9.2971,16.4326,3.3974,55.2984,25.31,2.4097
宁夏,银川,2019-11,30,1.693,8.0077,-2.901,55.6407,5.09,2.4673
宁夏,银川,2019-12,31,-4.429,2.1245,-9.2229,55.8542,0.9,2.3035
宁夏,银川,2020-01,31,-4.8245,1.0916,-9.3248,64.3781,2.34,1.5274
宁夏,银川,2020-02,29,-0.6334,6.2917,-6.0969,40.6852,0.04,2.2359
宁夏,银川,2020-03,31,4.6687,12.5894,-1.9987,33.4971,0.74,2.6752
宁夏,银川,2020-04,30,11.0743,19.15,2.721,24.035,2.78,2.526
宁夏,银川,2020-05,31,17.8787,25.5423,9.6861,30.1497,13.22,3.0723
宁夏,银川,2020-06,30,23.1937,30.2707,15.291,35.4943,39.46,2.5803
宁夏,银川,2020-07,31,25.4755,32.5452,18.4106,41.9674,17.64,2.3426
宁夏,银川,2020-08,31,22.5865,29.5419,15.8658,53.0452,98.57,2.169
宁夏,银川,2020-09,30,16.8323,23.7407,10.5533,57.508,45.16,1.918
宁夏,银川,2020-10,31,7.8765,15.5535,1.899,49.36,0.4,1.9048
宁夏,银川,2020-11,30,1.4703,8.0413,-3.3127,61.81,7.5,2.0263
宁夏,银川,2020-12,31,-8.0855,-1.8784,-12.7003,60.3055,1.12,1.979
宁夏,银川,2021-01,31,-7.7097,-0.6406,-13.2374,49.8681,0.74,2.9058
宁夏,银川,2021-02,28,0.9171,8.8418,-4.4479,45.2571,3.87,2.6307
宁夏,银川,2021-03,31,5.3829,13.5984,-1.3355,46.859,33.35,2.4342
宁夏,银川,2021-04,30,9.2577,15.6877,2.8577,53.368,25.13,2.9447
宁夏,银川,2021-05,31,16.8984,24.5484,8.3165,35.1745,16.13,3.3539
宁夏,银川,2021-06,30,23.1383,30.2137,15.387,36.0867,23.03,2.468
宁夏,银川,2021-07,31,27.6145,35.0461,20.0468,35.951,5.59,2.4416
宁夏,银川,2021-08,31,23.3752,30.4887,16.5668,40.1358,15.42,2.4277
宁夏,银川,2021-09,30,19.1167,26.435,12.2813,52.5653,51.94,2.1553
宁夏,银川,2021-10,31,8.9384,15.79,3.4719,53.3681,13.43,2.0632
宁夏,银川,2021-11,30,-0.243,6.5507,-5.0653,51.075,10.73,2.5903
宁夏,银川,2021-12,31,-5.0894,1.4819,-9.9871,48.7235,0.98,2.4294
宁夏,银川,2022-01,31,-4.8787,1.4926,-9.6419,59.189,1.65,1.5768
宁夏,银川,2022-02,28,-4.925,1.0821,-9.9636,48.66,4.31,2.0261
宁夏,银川,2022-03,31,6.2168,14.4677,-0.491,38.0429,2.05,2.8581
宁夏,银川,2022-04,30,11.627,19.582,3.5937,31.0867,4.43,3.0263
宁夏,银川,2022-05,31,17.6658,25.1368,9.531,32.8803,9.14,2.6781
宁夏,银川,2022-06,30,24.0653,31.414,15.9173,34.0197,54.53,2.605
宁夏,银川,2022-07,31,24.7945,32.3539,17.421,49.9632,96.54,2.1755
宁夏,银川,2022-08,31,23.8606,30.3171,18.0406,58.59,87.22,2.1787
宁夏,银川,2022-09,30,17.8903,25.55,11.0573,53.4297,25.89,2.23
宁夏,银川,2022-10,31,9.5148,16.9942,3.3916,54.7465,10.5,2.0439
宁夏,银川,2022-11,30,2.4187,9.3757,-2.6057,56.827,5.11,2.1017
宁夏,银川,2022-12,31,-7.1832,-0.8661,-11.8303,52.4284,1.51,2.3674
宁夏,银川,2023-01,31,-7.1152,-0.4342,-12.4426,50.5545,1.58,2.7245
宁夏,银川,2023-02,28,-1.0293,5.245,-5.6264,58.5779,6.91,2.0393
宁夏,银川,2023-03,31,5.5332,13.9868,-1.6371,34.8768,0,2.2381
宁夏,银川,2023-04,30,9.0647,16.0153,2.1163,44.97,28.17,3.4617
宁夏,银川,2023-05,31,16.7194,23.9929,9.6029,43.3348,23.75,3.1965
宁夏,银川,2023-06,30,23.382,30.622,15.522,35.62,14.37,2.5987
宁夏,银川,2023-07,31,25.8194,33.4426,18.1535,38.7084,20.01,2.6932
宁夏,银川,2023-08,31,24.7265,31.7855,17.9716,45.3961,38.73,2.0335
宁夏,银川,2023-09,30,19.3283,26.306,13.1077,50.7593,20.53,2.1987
宁夏,银川,2023-10,31,11.9832,19.0552,5.741,47.0774,9.49,1.7435
宁夏,银川,2023-11,30,0.555,7.5733,-4.1943,41.9003,3.46,2.726
宁夏,银川,2023-12,31,-5.3419,1.1168,-9.9216,48.241,2.8,2.5016
宁夏,银川,2024-01,31,-5.3861,1.4406,-10.3977,51.2584,1.5,1.9587
宁夏,银川,2024-02,29,-3.32,2.3255,-7.9069,58.0497,7.62,2.5045
宁夏,银川,2024-03,31,4.9855,12.9661,-1.86,37.04,4.03,2.7687
宁夏,银川,2024-04,30,13.3363,20.918,5.8273,43.7113,34.43,2.6237
宁夏,银川,2024-05,31,20.3187,27.9539,11.9945,37.2548,18.33,2.9126
宁夏,银川,2024-06,30,22.6,29.4507,15.0873,43.5053,32.03,2.4437
宁夏,银川,2024-07,31,26.8187,33.9945,19.3368,40.2081,12.88,2.1287
宁夏,银川,2024-08,31,23.6219,30.5435,17.1019,57.4,127.95,2.1935
宁夏,银川,2024-09,30,17.1407,23.0457,11.9377,73.0893,127.56,2.769
宁夏,银川,2024-10,31,10.4965,17.5239,4.5842,66.1177,33.25,2.1574
宁夏,银川,2024-11,30,3.155,9.212,-1.2433,67.8653,7.2,2.235
宁夏,银川,2024-12,31,-6.7742,-0.6474,-11.3645,66.8894,1.94,2.0277
宁夏,银川,2025-01,31,-6.0261,0.6206,-11.0426,62.0239,11.59,2.2306
宁夏,银川,2025-02,28,-4.8707,1.6879,-10.5125,55.2625,0.27,2.3775
宁夏,银川,2025-03,31,3.1045,10,-2.6619,43.9465,5.34,2.9961
宁夏,银川,2025-04,30,11.4563,19.6363,2.9793,35.7917,5.18,3.6663
宁夏,银川,2025-05,31,17.2748,25.0461,8.7565,39.6097,9.92,3.4906
宁夏,银川,2025-06,30,22.9007,29.879,15.4763,39.4813,20.05,2.505
宁夏,银川,2025-07,31,25.5052,31.9294,18.7416,55.8352,101.44,2.5158
宁夏,银川,2025-08,31,23.3842,30.5461,16.9206,56.5729,51.88,2.2281
宁夏,银川,2025-09,30,18.2477,25.4293,11.799,54.8773,29.96,2.2907
宁夏,银川,2025-10,31,9.4748,15.9429,4.3235,65.7152,38.99,1.9119
宁夏,银川,2025-11,30,1.675,8.487,-3.075,47.9087,4.47,2.7717
宁夏,银川,2025-12,31,-3.5245,3.0184,-8.2974,57.6139,3.37,2.3865
宁夏,银川,2026-01,31,-6.0239,0.2465,-10.6335,57.6565,0.52,2.5174
宁夏,银川,2026-02,28,-0.6025,6.7621,-6.3775,43.9968,0.1,2.7654
宁夏,银川,2026-03,31,4.3432,11.7455,-2.0752,45.981,10.68,2.4177
宁夏,银川,2026-04,30,12.882,20.9877,4.418,32.7693,2.2,3.0483
宁夏,银川,2026-05,27,18.559,25.289,11.2681,35.1838,36.1,2.4114
安徽,合肥,2018-01,31,-0.1787,4.8129,-4.3971,84.7013,94.17,2.6932
安徽,合肥,2018-02,28,3.92,9.7293,-0.8614,75.1614,44.09,2.4639
安徽,合肥,2018-03,31,11.5668,17.4529,6.0374,80.6171,110.26,2.7845
安徽,合肥,2018-04,30,17.175,23.074,11.4367,74.2277,83.26,2.887
安徽,合肥,2018-05,31,22.2952,26.8194,17.6126,79.4152,216.54,2.6265
安徽,合肥,2018-06,30,25.796,30.8053,21.019,74.2877,85.79,2.203
安徽,合肥,2018-07,31,29.5268,33.8319,25.5329,79.1739,234.4,2.2658
安徽,合肥,2018-08,31,28.7713,33.0294,25.1645,79.8758,238.78,2.62
安徽,合肥,2018-09,30,23.7633,29.1423,19.1797,74.7497,101.52,2.2143
安徽,合肥,2018-10,31,16.7526,23.5465,11.0213,64.6326,16.47,2.2258
安徽,合肥,2018-11,30,11.5923,17.3683,6.942,78.9507,77.11,2.4043
安徽,合肥,2018-12,31,4.1042,8.781,0.4226,78.891,108.1,2.8223
安徽,合肥,2019-01,31,2.2974,7.6158,-1.8316,80.18,51.23,2.1671
安徽,合肥,2019-02,28,3.2575,7.7282,-0.7343,83.4886,90.16,2.5696
安徽,合肥,2019-03,31,10.8081,16.6119,5.2758,75.1423,27.15,2.4748
安徽,合肥,2019-04,30,17.1873,23.382,11.327,74.9367,66.7,2.4643
安徽,合肥,2019-05,31,22.1106,28.5545,15.9684,60.951,46.15,2.3948
安徽,合肥,2019-06,30,26.3227,31.9993,20.9733,69.151,159.05,2.246
安徽,合肥,2019-07,31,29.2668,34.5103,24.5413,69.781,47.17,2.2129
安徽,合肥,2019-08,31,29.3994,35.3019,24.4884,67.0584,105.98,2.5684
安徽,合肥,2019-09,30,24.9227,31.574,19.4097,62.837,20.85,2.3683
安徽,合肥,2019-10,31,19.0339,25.8313,13.4361,58.5239,15.07,2.2381
安徽,合肥,2019-11,30,12.6253,19.1787,6.982,59.083,83.92,2.5737
安徽,合肥,2019-12,31,6.1832,12.3884,1.3639,72.3423,30.29,2.4568
安徽,合肥,2020-01,31,3.5371,7.9726,0.0316,83.4087,105.32,2.4529
安徽,合肥,2020-02,29,7.4479,13.5352,2.3776,78.2383,59.28,2.671
安徽,合肥,2020-03,31,11.6006,17.3742,6.1206,77.0426,152.52,2.7558
安徽,合肥,2020-04,30,14.8397,21.1903,8.673,71.0803,46.87,2.5963
安徽,合肥,2020-05,31,23.3739,29.6677,17.3823,69.3155,56.35,2.6461
安徽,合肥,2020-06,30,26.857,31.1137,22.8053,79.4087,383.72,2.5173
安徽,合肥,2020-07,31,25.7226,29.0432,22.6248,88.6639,592.25,2.2216
安徽,合肥,2020-08,31,28.4665,31.8103,25.4716,86.2281,115.92,2.2781
安徽,合肥,2020-09,30,23.255,27.6397,19.173,79.622,102.02,1.643
安徽,合肥,2020-10,31,16.1613,21.7071,11.4219,78.9548,73.93,2.2945
安徽,合肥,2020-11,30,11.4117,17.0993,6.9707,79.6837,74.99,2.7297
安徽,合肥,2020-12,31,3.1248,8.7245,-1.1532,74.47,27.58,2.2781
安徽,合肥,2021-01,31,3.0542,9.0084,-1.3742,74.5081,27.39,2.689
安徽,合肥,2021-02,28,8.8368,15.3979,3.5364,77.7721,44.26,3.0382
安徽,合肥,2021-03,31,11.4039,16.9168,6.3584,78.7184,110.47,2.8429
安徽,合肥,2021-04,30,15.8403,21.3877,10.5977,74.102,40.36,2.5867
安徽,合肥,2021-05,31,22.1061,27.7023,16.6668,74.1506,154.69,2.56
安徽,合肥,2021-06,30,26.6847,32.26,21.6537,72.8173,112.01,2.2503
安徽,合肥,2021-07,31,27.8384,31.1674,25.0058,86.7458,455.46,2.9845
安徽,合肥,2021-08,31,26.7968,30.5565,23.3594,85.1794,143.46,1.9352
安徽,合肥,2021-09,30,25.4063,30.6833,21.0037,79.7247,72.86,2.334
安徽,合肥,2021-10,31,18.2023,23.6929,13.2245,78.0348,86.34,2.5397
安徽,合肥,2021-11,30,11.4493,18.0623,6.091,72.7773,29.52,2.5293
安徽,合肥,2021-12,31,5.5045,12.1645,0.2713,69.0903,8.37,2.3868
安徽,合肥,2022-01,31,3.6448,8.5048,-0.0968,80.6865,60.04,2.6187
安徽,合肥,2022-02,28,3.5464,9.0029,-1.0789,75.6186,25.63,2.4539
安徽,合肥,2022-03,31,12.8248,19.0016,7.1555,75.04,186.45,2.9694
安徽,合肥,2022-04,30,16.8367,22.7983,11.0313,75.1777,107.66,2.613
安徽,合肥,2022-05,31,21.2032,27.2958,15.1181,67.6929,11.99,2.2258
安徽,合肥,2022-06,30,27.9027,33.5347,22.7683,71.7907,193.75,3.0127
安徽,合肥,2022-07,31,30.1732,34.6077,26.1123,76.0229,142.33,2.1674
安徽,合肥,2022-08,31,31.3461,37.1674,26.4613,66.3548,33.53,2.4239
安徽,合肥,2022-09,30,24.7727,31.6753,19.0697,60.6383,11.21,2.7033
安徽,合肥,2022-10,31,16.8871,23.521,11.3658,68.4123,94.73,2.8358
安徽,合肥,2022-11,30,13.757,19.6057,8.9733,76.1243,93.92,2.651
安徽,合肥,2022-12,31,2.6239,8.3871,-1.85,68.7458,11.64,2.38
安徽,合肥,2023-01,31,3.5339,10.3368,-1.4113,69.969,32.27,2.6213
安徽,合肥,2023-02,28,5.5311,11.0943,0.8039,76.5739,54.26,2.7404
安徽,合肥,2023-03,31,12.5065,19.1032,6.5474,68.1523,46.9,2.6739
安徽,合肥,2023-04,30,17.355,23.8673,11.1753,67.7407,68.96,3.3087
安徽,合肥,2023-05,31,22.5187,28.6,16.981,69.8135,134.81,2.7406
安徽,合肥,2023-06,30,26.2077,31.4537,21.3993,72.825,162.78,2.302
安徽,合肥,2023-07,31,28.8726,32.6158,25.6226,82.8671,191.1,2.6594
安徽,合肥,2023-08,31,28.4103,33.2765,24.1255,76.4352,95.22,2.0271
安徽,合肥,2023-09,30,24.636,29.7477,20.434,78.4437,115.91,2.2693
安徽,合肥,2023-10,31,18.9723,25.2413,13.6213,70.5355,37.43,2.0061
安徽,合肥,2023-11,30,11.2977,17.9507,5.7383,69.7857,49.39,2.8387
安徽,合肥,2023-12,31,3.3984,9.4626,-1.1971,73.4532,55.19,2.5735
安徽,合肥,2024-01,31,3.0342,8.9897,-1.3419,77.2784,61.1,2.5906
安徽,合肥,2024-02,29,2.559,7.7262,-2.2231,85.8245,112.95,3.0355
安徽,合肥,2024-03,31,11.3126,17.3265,5.8019,78.1223,72.84,2.6461
安徽,合肥,2024-04,30,17.5177,22.786,12.4497,80.6237,87.47,2.6213
安徽,合肥,2024-05,31,21.7181,27.3894,15.981,72.8106,124.14,2.5226
安徽,合肥,2024-06,30,26.274,31.291,21.5567,73.9867,194.91,2.0673
安徽,合肥,2024-07,31,28.9845,32.3226,26.0232,86.5948,320.09,3.0342
安徽,合肥,2024-08,31,29.6003,33.58,25.9948,81.0942,98.9,1.7935
安徽,合肥,2024-09,30,26.4353,31.5387,22.0197,78.2903,99.08,2.979
安徽,合肥,2024-10,31,17.4106,23.2181,12.4761,76.9068,87.02,2.6065
安徽,合肥,2024-11,30,12.5147,18.263,7.8603,76.359,34,2.8293
安徽,合肥,2024-12,31,3.6574,10.3739,-1.1816,68.5081,10.8,2.3245
安徽,合肥,2025-01,31,4.0148,10.8455,-1.3497,64.091,27.62,2.57
安徽,合肥,2025-02,28,4.8075,10.8386,-0.3968,67.3268,8.36,2.61
安徽,合肥,2025-03,31,11.4,18.0168,5.2781,66.7477,66.67,3.0423
安徽,合肥,2025-04,30,19.6017,26.994,12.5377,57.547,47.21,2.995
安徽,合肥,2025-05,31,23.1894,29.3874,17.4148,64.5361,126.74,3.0268
安徽,合肥,2025-06,30,25.6337,29.9047,21.6747,80.6103,245.34,2.547
安徽,合肥,2025-07,31,30.1326,34.93,25.7552,75.7213,63.09,2.9652
安徽,合肥,2025-08,31,29.9442,34.1097,26.1926,78.46,212.29,1.8677
安徽,合肥,2025-09,30,25.044,29.2867,21.386,83.506,146.78,2.307
安徽,合肥,2025-10,31,18.7006,23.8016,14.7829,82.7465,67.18,2.6213
安徽,合肥,2025-11,30,11.112,17.751,5.699,72.8827,33.43,2.578
安徽,合肥,2025-12,31,6.3365,12.8548,1.1703,73.8735,17.57,2.9277
安徽,合肥,2026-01,31,2.8158,9.2871,-2.1274,73.5442,43.04,2.7668
安徽,合肥,2026-02,28,6.9946,13.4311,1.5261,72.6071,35.92,2.7539
安徽,合肥,2026-03,31,11.0023,16.6265,6.1865,77.5471,92.03,2.4816
安徽,合肥,2026-04,30,16.95,22.4857,11.4997,75.9897,59.73,2.6547
安徽,合肥,2026-05,27,22.3895,27.68,17.0433,71.8648,57.88,2.4362
山东,济南,2018-01,31,-2.7474,2.0358,-6.6752,58.9487,5.51,2.3994
山东,济南,2018-02,28,0.0475,6.9261,-5.225,53.8289,1.45,2.8614
山东,济南,2018-03,31,8.9655,16.6906,2.4674,61.1058,22.52,3.4977
山东,济南,2018-04,30,15.8443,23.5053,8.5357,51.884,73.89,3.7103
山东,济南,2018-05,31,21.129,27.7516,14.7523,59.2965,102.89,2.7455
山东,济南,2018-06,30,26.0613,32.5837,19.6747,58.1343,134.79,2.4607
山东,济南,2018-07,31,28.9248,34.2958,24.0697,70.4823,133.46,2.3268
山东,济南,2018-08,31,26.8687,31.3235,22.7932,79.1081,313.65,2.221
山东,济南,2018-09,30,19.949,25.5823,14.9023,69.7877,42.22,1.7083
山东,济南,2018-10,31,12.9829,20.101,6.7942,58.9377,10.56,1.8568
山东,济南,2018-11,30,7.0897,13.2697,2.191,75.0303,26.22,2.011
山东,济南,2018-12,31,-1.0352,4.2265,-5.0261,62.711,15.28,2.1468
山东,济南,2019-01,31,-1.1897,4.4542,-5.4858,59.6132,3.04,2.009
山东,济南,2019-02,28,0.4629,6.0754,-3.8421,63.2525,6.93,2.175
山东,济南,2019-03,31,8.6952,16.4477,1.7948,50.4335,5.08,2.8281
山东,济南,2019-04,30,13.9587,21.3923,6.9523,57.0163,38.91,2.973
山东,济南,2019-05,31,21.4026,29.6061,13.4342,43.2081,17.5,2.9023
山东,济南,2019-06,30,28.033,35.037,21.0713,45.5647,40.02,2.4833
山东,济南,2019-07,31,28.8539,34.9471,23.1855,61.4568,131.96,1.8655
山东,济南,2019-08,31,24.8423,29.5377,20.4455,74.6552,328.78,1.8681
山东,济南,2019-09,30,21.5457,27.8233,15.9627,66.3593,22.01,1.593
山东,济南,2019-10,31,14.3816,21.3019,8.9565,64.7942,37.91,2.0965
山东,济南,2019-11,30,7.523,13.9463,2.1463,65.8283,66.98,2.3183
山东,济南,2019-12,31,0.3271,6.3965,-3.6839,69.7377,21.81,2.3968
山东,济南,2020-01,31,-0.7216,4.1103,-4.3652,73.1023,29.5,1.7074
山东,济南,2020-02,29,2.3769,8.7959,-2.8214,75.1748,61.12,2.7979
山东,济南,2020-03,31,8.3406,15.9055,1.8094,60.5939,8.4,3.2203
山东,济南,2020-04,30,12.724,20.294,5.2477,53.338,47.01,2.9363
山东,济南,2020-05,31,20.8332,28.1281,13.6413,57.8771,74.92,3.0745
山东,济南,2020-06,30,25.8377,32.527,19.4867,60.2903,122.55,2.2143
山东,济南,2020-07,31,25.0284,30.1071,20.1845,74.8558,151.78,1.9958
山东,济南,2020-08,31,25.7935,29.8794,21.8884,85.3319,338.64,1.9994
山东,济南,2020-09,30,20.8617,26.3367,15.7787,74.4767,32.92,1.61
山东,济南,2020-10,31,12.7819,18.7181,7.6616,66.3145,11.65,1.8323
山东,济南,2020-11,30,6.76,12.8127,1.989,70.664,126.61,2.0083
山东,济南,2020-12,31,-1.3594,3.9671,-5.2919,67.2448,10.82,2.0868
山东,济南,2021-01,31,-2.1029,4.2142,-6.6945,67.8784,4.76,2.4629
山东,济南,2021-02,28,3.5511,10.52,-1.6889,67.1146,53.39,3.0154
山东,济南,2021-03,31,8.0445,15.061,1.9542,68.2277,19.14,2.6958
山东,济南,2021-04,30,13.0297,19.7557,6.7667,60.404,55.44,2.8447
山东,济南,2021-05,31,19.8084,27.4706,12.4116,56.0668,33.98,3.3613
山东,济南,2021-06,30,25.855,32.2753,19.599,62.6343,141.57,2.406
山东,济南,2021-07,31,26.2681,30.6794,22.2684,80.4158,363.23,2.4813
山东,济南,2021-08,31,24.2023,28.7497,19.821,80.8181,210.75,1.6842
山东,济南,2021-09,30,21.421,26.0997,17.355,85.089,216.64,2.3427
山东,济南,2021-10,31,13.0829,18.4477,8.3955,80.1761,60.02,2.2045
山东,济南,2021-11,30,5.5997,11.925,0.7573,80.317,68.83,2.276
山东,济南,2021-12,31,0.0877,5.94,-4.1403,74.5632,4.23,2.3971
山东,济南,2022-01,31,-1.5681,3.2016,-5.4623,80.8339,8.59,2.1126
山东,济南,2022-02,28,-0.4246,5.2082,-4.9775,69.1804,1.2,2.3764
山东,济南,2022-03,31,7.2403,14.1752,1.1948,71.1926,37.95,3.0626
山东,济南,2022-04,30,14.0937,21.0737,7.503,66.8163,26.68,3.1597
山东,济南,2022-05,31,19.1519,26.6348,11.9103,57.6445,10.61,3.1242
山东,济南,2022-06,30,26.621,33.123,20.3963,61.225,157.18,2.459
山东,济南,2022-07,31,25.9994,30.2445,21.6929,82.1181,415.85,1.8174
山东,济南,2022-08,31,25.3971,29.619,21.2132,83.1268,202.53,2.1561
山东,济南,2022-09,30,20.261,26.176,15.0283,71.4437,8.05,2.0027
山东,济南,2022-10,31,12.1761,18.3439,6.7326,73.8735,149.26,2.2561
山东,济南,2022-11,30,7.8293,13.2607,3.176,76.3243,38.25,2.479
山东,济南,2022-12,31,-2.7435,2.8232,-7.1387,65.8439,0.29,2.1406
山东,济南,2023-01,31,-1.9013,4.0223,-6.3313,69.6165,4.67,2.5732
山东,济南,2023-02,28,1.6889,7.9043,-2.785,69.8146,11.07,2.5232
山东,济南,2023-03,31,9.1,17.2026,2.2755,58.6271,1.5,3.01
山东,济南,2023-04,30,13.3763,20.4343,6.7003,60.294,59.33,3.491
山东,济南,2023-05,31,20.4806,27.4665,14.2155,58.5355,57.01,3.1352
山东,济南,2023-06,30,26.4247,33.687,19.3347,54.1957,64.2,2.355
山东,济南,2023-07,31,27.9381,33.301,22.88,72.6132,383.51,2.3932
山东,济南,2023-08,31,25.4877,29.9897,20.9903,79.2884,165.58,1.9026
山东,济南,2023-09,30,22.058,27.096,17.2313,75.8563,57.7,1.5297
山东,济南,2023-10,31,16.1348,22.9523,10.1319,65.0497,0.03,2.001
山东,济南,2023-11,30,5.211,11.4263,0.145,66.8497,44.48,2.692
山东,济南,2023-12,31,-2.8429,3.0594,-7.2861,74.29,21.89,2.729
山东,济南,2024-01,31,-1.8542,3.8016,-6.0942,69.1894,9.91,2.4571
山东,济南,2024-02,29,-0.5107,5.3459,-5.1641,70.6645,32.19,3.3669
山东,济南,2024-03,31,7.929,15.5526,1.4065,59.1745,6.64,3.2013
山东,济南,2024-04,30,17.207,25.0053,9.8637,57.319,36.54,2.8387
山东,济南,2024-05,31,22.1306,29.9345,14.6806,49.4768,40.07,2.87
山东,济南,2024-06,30,27.8357,34.916,20.7053,46.7297,29.03,2.665
山东,济南,2024-07,31,26.729,30.9932,22.8161,82.621,492.44,2.3684
山东,济南,2024-08,31,26.891,30.9348,22.8455,82.1258,262.93,1.7877
山东,济南,2024-09,30,21.6213,27.0537,16.506,80.7617,42.09,2.2937
山东,济南,2024-10,31,13.5816,19.6906,8.2084,75.5016,54.86,1.9994
山东,济南,2024-11,30,8.12,13.928,3.467,75.658,28.57,2.0817
山东,济南,2024-12,31,-0.6971,4.9558,-4.8277,67.1661,4.12,2.0065
山东,济南,2025-01,31,-1.1723,4.7006,-5.5065,66.0026,2.8,2.4777
山东,济南,2025-02,28,0.0693,6.5261,-4.7946,60.1686,2.69,2.7396
山东,济南,2025-03,31,6.5748,13.9313,0.1568,63.379,62.14,3.0216
山东,济南,2025-04,30,15.6267,24.1813,7.674,52.6833,26.74,3.5747
山东,济南,2025-05,31,20.6374,28.1884,13.349,52.3874,37.35,3.4423
山东,济南,2025-06,30,26.782,33.443,20.123,55.989,108.42,2.4563
山东,济南,2025-07,31,29.1342,34.5252,24.0919,71.0816,220.58,2.2523
山东,济南,2025-08,31,27.4884,32.0274,23.331,78.9297,217.36,1.771
山东,济南,2025-09,30,21.2167,26.4467,16.5033,78.749,168.14,1.6517
山东,济南,2025-10,31,13.1677,17.7194,9.3216,85.0252,206.47,2.1932
山东,济南,2025-11,30,6.5437,12.9697,1.4043,72.7477,6.16,2.4267
山东,济南,2025-12,31,-0.2261,5.3658,-4.0055,76.0887,16.93,2.671
山东,济南,2026-01,31,-1.7206,3.351,-5.7161,74.0281,3.24,2.6071
山东,济南,2026-02,28,2.5139,9.3621,-2.3657,71.4189,10.66,2.9593
山东,济南,2026-03,31,7.5048,13.6671,2.0181,75.7768,40.74,2.6842
山东,济南,2026-04,30,14.9953,22.1153,8.2573,66.5677,59.98,2.678
山东,济南,2026-05,27,21.8062,28.1419,15.4281,56.0205,26.81,2.4538
山西,太原,2018-01,31,-8.5113,-2.1855,-13.4071,64.1684,3.15,2.5316
山西,太原,2018-02,28,-4.8414,2.3896,-10.5271,53.0679,0.26,2.7693
山西,太原,2018-03,31,6.0006,14.7581,-1.3432,56.2294,8.94,2.4619
山西,太原,2018-04,30,11.3193,19.3827,3.413,49.841,29.72,3.1237
山西,太原,2018-05,31,17.5045,25.1887,9.7681,48.5858,52.35,2.5423
山西,太原,2018-06,30,21.9993,29.306,14.5777,48.4547,42.65,2.0237
山西,太原,2018-07,31,23.4626,29.0248,18.5994,73.6294,170.99,1.9545
山西,太原,2018-08,31,22.5752,28.3032,17.529,72.9032,97.1,1.6061
山西,太原,2018-09,30,14.1023,20.63,8.1547,65.7303,57.27,2.0357
山西,太原,2018-10,31,7.6539,15.5865,0.9474,56.3768,3.65,2.159
山西,太原,2018-11,30,1.735,8.8593,-2.8973,57.2453,3.3,1.743
山西,太原,2018-12,31,-6.8219,-0.1406,-11.8761,52.1261,0.43,2.2665
山西,太原,2019-01,31,-5.4129,1.4487,-10.93,52.4168,0.81,1.9545
山西,太原,2019-02,28,-3.2125,3.7193,-8.8564,52.8782,3.64,2.0829
山西,太原,2019-03,31,3.7813,12.1881,-3.1474,38.909,0.71,2.8335
山西,太原,2019-04,30,10.3727,19.1993,2.3383,50.5393,56.88,2.645
山西,太原,2019-05,31,16.3726,24.3106,7.5123,38.0506,8.38,2.621
山西,太原,2019-06,30,22.266,29.4027,15.0443,49.0853,39.76,1.97
山西,太原,2019-07,31,23.9694,30.9045,16.9894,54.3839,86,1.7855
山西,太原,2019-08,31,21.2555,28.0842,15.0381,61.9352,91.24,1.8313
山西,太原,2019-09,30,17.484,24.815,11.26,58.6527,77.28,1.701
山西,太原,2019-10,31,9.4506,16.7284,3.5784,63.9545,34.47,1.7758
山西,太原,2019-11,30,2.0623,8.5637,-2.6267,62.6337,15.82,2.299
山西,太原,2019-12,31,-4.5716,2.4087,-9.5003,64.0423,2.38,2.3187
山西,太原,2020-01,31,-5.04,1.0523,-9.9045,69.6377,12.88,1.5929
