region,city,period_month,days_count,avg_temperature,max_temperature,min_temperature,avg_humidity,precipitation_total,wind_speed
上海,上海,2018-01,31,3.8984,7.2871,0.861,81.3965,110.44,3.9874
上海,上海,2018-02,28,4.6129,9.1039,0.7796,79.0518,60.31,3.6557
上海,上海,2018-03,31,11.1348,16.13,6.7787,84.7755,78.7,4.0539
上海,上海,2018-04,30,16.6407,22.031,11.938,77.3063,85.04,4.1167
上海,上海,2018-05,31,22.1023,26.5352,18.1339,78.6548,165.77,3.869
上海,上海,2018-06,30,24.778,28.8333,21.3143,78.533,118.34,3.3753
上海,上海,2018-07,31,29.0829,32.7803,26.2539,80.0084,114.17,4.5335
上海,上海,2018-08,31,29.2226,32.4839,26.6945,80.4519,250.15,4.8039
上海,上海,2018-09,30,25.424,28.7477,22.6683,79.0413,171.27,3.029
上海,上海,2018-10,31,18.1942,22.5658,14.3887,72.0852,35.36,3.5068
上海,上海,2018-11,30,14.4893,18.223,11.2903,81.774,104.81,3.1903
上海,上海,2018-12,31,7.9432,11.2519,4.679,84.7319,141.45,4.3445
上海,上海,2019-01,31,5.6039,9.3016,2.4113,82.5774,69.83,3.1881
上海,上海,2019-02,28,5.8975,9.0832,2.6479,85.8407,162.71,3.8404
上海,上海,2019-03,31,10.4965,14.8581,6.7435,81.8397,74.33,3.4745
上海,上海,2019-04,30,16.1223,20.9783,11.7373,80.4897,89.46,3.5637
上海,上海,2019-05,31,20.2126,25.2235,15.7597,71.4658,63.58,3.5606
上海,上海,2019-06,30,24.1587,28.4607,20.6303,78.134,150.12,3.6467
上海,上海,2019-07,31,27.2484,30.74,24.4094,81.9352,192.54,3.6303
上海,上海,2019-08,31,28.5661,31.7942,25.8416,80.8665,298.1,3.7619
上海,上海,2019-09,30,24.288,27.7403,21.3023,80.465,191.99,3.6657
上海,上海,2019-10,31,19.5961,23.5471,16.3694,77.0894,136.83,3.2897
上海,上海,2019-11,30,14.1727,18.717,10.221,76.1747,53.43,3.662
上海,上海,2019-12,31,8.631,12.6461,4.8681,77.5984,80.94,3.6465
上海,上海,2020-01,31,6.8332,10.1877,3.7897,84.4416,135.47,3.8781
上海,上海,2020-02,29,8.0155,12.4786,3.9724,83.1676,67.78,3.6769
上海,上海,2020-03,31,11.4355,15.6877,7.3868,80.3658,165.77,3.9223
上海,上海,2020-04,30,14.555,19.4867,10.052,72.7287,46.67,3.5463
上海,上海,2020-05,31,21.909,26.3352,17.7794,78.0732,112.23,3.8865
上海,上海,2020-06,30,25.532,28.6743,22.5903,85.9793,410.78,3.525
上海,上海,2020-07,31,26.5858,29.1816,24.1819,87.7706,362.46,3.3442
上海,上海,2020-08,31,28.9874,32.1416,26.3929,83.6506,142.68,4.1297
上海,上海,2020-09,30,23.8963,27.206,21.0367,78.4403,199.51,3.081
上海,上海,2020-10,31,18.3771,22.2152,15.1597,76.9855,49.56,3.3955
上海,上海,2020-11,30,14.901,18.7727,11.677,80.059,55.31,3.5483
上海,上海,2020-12,31,6.6013,10.89,2.8906,76.2552,15.77,3.5442
上海,上海,2021-01,31,4.7674,9.6158,0.8371,73.6213,14.8,3.709
上海,上海,2021-02,28,9.3182,14.0721,5.2146,78.3357,61.27,3.6307
上海,上海,2021-03,31,11.6952,16.0774,7.7381,81.5677,127.16,3.7248
上海,上海,2021-04,30,16.1603,20.759,12.0237,75.859,67.32,3.862
上海,上海,2021-05,31,21.7787,26.3484,17.5019,76.7545,180.12,3.8877
上海,上海,2021-06,30,25.2627,29.2677,21.9273,81.049,148.49,3.421
上海,上海,2021-07,31,28.3013,31.06,26.0203,85.1216,458.38,5.2406
上海,上海,2021-08,31,28.0003,30.8165,25.6861,84.6723,284.36,3.1355
上海,上海,2021-09,30,26.057,29.4473,23.207,84.107,183.55,3.8033
上海,上海,2021-10,31,20.6655,24.2968,17.5987,80.07,91.15,3.8916
上海,上海,2021-11,30,13.1517,17.6927,9.0957,76.1947,64.11,3.6783
上海,上海,2021-12,31,7.4874,12.1061,3.5335,76.8803,6.68,3.2081
上海,上海,2022-01,31,5.9545,9.3932,2.9074,82.2874,61.74,3.5365
上海,上海,2022-02,28,4.9796,8.7761,1.735,78.7889,55.34,3.6793
上海,上海,2022-03,31,12.5158,17.6577,7.9877,79.7781,178.81,4.1423
上海,上海,2022-04,30,16.6607,21.7773,12.1113,76.2243,131.48,3.4517
上海,上海,2022-05,31,20.2703,24.8545,16.1523,75.8345,78.71,3.2797
上海,上海,2022-06,30,26.2213,30.33,22.5417,79.3597,146.5,3.492
上海,上海,2022-07,31,30.4081,33.9255,27.3148,78.1448,115.23,2.9045
上海,上海,2022-08,31,31.4342,36.0026,27.7403,70.3784,56.5,3.4352
上海,上海,2022-09,30,24.81,28.6703,21.611,76.3767,203.97,4.4487
上海,上海,2022-10,31,18.8881,23.3619,15.3765,73.769,35.55,4.3429
上海,上海,2022-11,30,16.2803,20.58,12.6557,79.4203,110.06,3.6467
上海,上海,2022-12,31,5.6623,9.6668,2.0832,73.5439,37.45,3.8181
上海,上海,2023-01,31,5.4026,10.5448,1.0465,74.9039,56.22,3.5697
上海,上海,2023-02,28,6.8804,11.1732,3.2511,80.9982,85.2,3.8161
上海,上海,2023-03,31,11.6171,16.9161,7.2687,76.3781,77.61,3.7006
上海,上海,2023-04,30,16.4873,21.4643,11.9707,76.0527,58.65,3.9777
上海,上海,2023-05,31,21.6103,26.4684,17.2845,74.6871,135.57,4.1365
上海,上海,2023-06,30,25.8013,29.786,22.402,78.8857,256.28,3.3003
上海,上海,2023-07,31,29.2532,32.2052,26.7803,84.1848,246.17,3.3848
上海,上海,2023-08,31,28.6665,31.9723,25.811,81.231,147.52,3.5452
上海,上海,2023-09,30,26.4287,29.7907,23.751,82.229,128.83,2.999
上海,上海,2023-10,31,20.3955,24.8,16.83,75.531,31.37,3.2758
上海,上海,2023-11,30,14.008,19.2387,9.291,72.8333,59.24,3.7877
上海,上海,2023-12,31,6.4781,11.3748,2.4839,74.3884,39.91,3.799
上海,上海,2024-01,31,5.3319,10.3758,1.4768,78.3106,41.61,3.6729
上海,上海,2024-02,29,6.3772,10.6334,2.5955,83.7086,196.66,4.5024
上海,上海,2024-03,31,11.0684,16.4039,6.4594,81.0255,80.46,3.8026
上海,上海,2024-04,30,16.5717,20.9403,12.7493,83.9063,200.57,3.7393
上海,上海,2024-05,31,20.4158,24.9897,16.2674,79.1268,110.92,3.8016
上海,上海,2024-06,30,24.6737,28.3377,21.571,82.721,356.7,3.301
上海,上海,2024-07,31,29.9868,33.2497,27.2097,82.9197,116.73,4.0639
上海,上海,2024-08,31,31.0077,34.9561,27.8958,78.1613,45.41,2.7729
上海,上海,2024-09,30,28.062,31.3653,25.4663,81.3497,254.81,4.3413
上海,上海,2024-10,31,20.3516,23.869,17.2568,81.4955,155.75,4.4629
上海,上海,2024-11,30,14.5843,18.5347,11.2247,80.9127,185.26,4.4033
上海,上海,2024-12,31,6.2703,10.7694,2.7139,77.6929,17.01,3.7871
上海,上海,2025-01,31,5.3097,10.3274,1.3516,74.5777,18.5,3.3155
上海,上海,2025-02,28,5.5214,10.0107,1.7318,74.9564,24.9,3.74
上海,上海,2025-03,31,11.6713,16.8065,6.9226,73.3726,80.52,4.1206
上海,上海,2025-04,30,17.916,24.2197,12.3333,69.4757,37.86,4.082
上海,上海,2025-05,31,22.0361,27.1816,17.6587,73.3758,175.06,4.1742
上海,上海,2025-06,30,25.698,29.5993,22.1837,83.3187,344.3,3.4683
上海,上海,2025-07,31,28.9932,31.9929,26.51,84.0155,364.01,5.2768
上海,上海,2025-08,31,30.2265,33.5161,27.3845,80.649,81.23,2.92
上海,上海,2025-09,30,28.1367,31.42,25.299,81.791,165.54,2.6787
上海,上海,2025-10,31,22.5981,26.3503,19.5194,78.9352,60.75,4.0997
上海,上海,2025-11,30,13.5117,18.4693,9.3867,71.166,18.33,3.797
上海,上海,2025-12,31,9.0523,14.0781,4.7487,73.28,8.33,3.8306
上海,上海,2026-01,31,5.4035,10.7016,1.1523,72.599,36.29,4.1629
上海,上海,2026-02,28,8.0757,13.2357,3.5743,74.7721,68.99,3.685
上海,上海,2026-03,31,11.0019,15.6919,7.2887,79.5432,81.42,3.7365
上海,上海,2026-04,30,16.829,21.87,12.4603,77.4977,97.52,4.099
上海,上海,2026-05,27,20.8348,25.9867,16.4952,79.4814,95.95,3.0186
云南,昆明,2018-01,31,7.5487,14.9635,2.2529,76.7306,26.85,2.7635
云南,昆明,2018-02,28,9.3918,17.1161,3.4111,71.1521,1.32,3.1236
云南,昆明,2018-03,31,13.1106,20.7155,6.7481,67.1148,30.83,2.8606
云南,昆明,2018-04,30,16.0483,22.7587,9.933,67.4543,34.33,3.0003
云南,昆明,2018-05,31,18.7284,24.9465,13.1048,69.5516,102.36,3.0226
云南,昆明,2018-06,30,20.152,25.5177,15.8083,77.6143,207.71,2.3233
云南,昆明,2018-07,31,20.9887,26.3026,16.5387,76.1019,127.61,1.9532
云南,昆明,2018-08,31,20.2135,25.8142,15.679,77.0606,184.07,1.6955
云南,昆明,2018-09,30,18.9583,24.7327,14.4793,79.0833,81.93,2.0227
云南,昆明,2018-10,31,15.0694,20.9642,10.8061,80.3935,57.19,2.2258
云南,昆明,2018-11,30,11.9143,19.4767,6.2833,73.8013,0.1,2.2513
云南,昆明,2018-12,31,9.5135,16.7013,4.6248,79.8913,28.78,2.4342
云南,昆明,2019-01,31,8.8035,16.2516,3.5235,77.6603,40.94,2.49
云南,昆明,2019-02,28,10.8657,19.2289,4.0286,65.9739,4.37,3.3168
云南,昆明,2019-03,31,13.3597,21.2771,6.5626,62.7094,4.62,3.3213
云南,昆明,2019-04,30,17.917,25.6607,10.8603,55.7743,8.06,3.4433
云南,昆明,2019-05,31,21.7019,29.1445,14.5029,53.2784,16.32,3.1761
云南,昆明,2019-06,30,22.194,27.9373,17.2273,68.7267,94.53,3.0033
云南,昆明,2019-07,31,20.8132,26.0335,16.6894,77.4677,248.2,2.3468
云南,昆明,2019-08,31,21.541,27.8048,16.1939,72.2319,99.08,1.8355
云南,昆明,2019-09,30,18.505,24.646,13.5857,74.7997,124.21,1.975
云南,昆明,2019-10,31,16.7332,23.0252,11.8523,76.7584,60.26,2.1532
云南,昆明,2019-11,30,13.1577,20.199,7.9913,76.797,11.26,2.353
云南,昆明,2019-12,31,7.3755,15.0945,1.3416,71.6929,10.6,2.4052
云南,昆明,2020-01,31,8.5458,16.0165,2.6232,70.7652,40.2,2.921
云南,昆明,2020-02,29,10.0703,17.2124,4.4221,71.2141,24.77,2.8014
云南,昆明,2020-03,31,14.6252,22.5816,7.739,58.4797,8.99,3.329
云南,昆明,2020-04,30,15.5247,22.3817,9.3333,62.8017,50.11,2.9653
云南,昆明,2020-05,31,20.4913,27.3181,13.9174,60.2381,35.68,3.0726
云南,昆明,2020-06,30,22.2307,28.565,16.7953,67.9483,112.93,3.1833
云南,昆明,2020-07,31,20.8735,26.2997,16.5545,76.9826,261.94,2.9558
云南,昆明,2020-08,31,20.6732,26.3919,16.2461,76.6655,221.96,2.3139
云南,昆明,2020-09,30,19.6447,25.3437,15.335,79.0997,90.39,2.147
云南,昆明,2020-10,31,16.0026,22.5458,11.1919,78.1861,31.05,2.319
云南,昆明,2020-11,30,12.5313,20.0087,6.834,74.665,8.68,2.115
云南,昆明,2020-12,31,8.7445,15.8226,3.82,79.3897,7.23,2.6245
云南,昆明,2021-01,31,7.6497,15.1929,2.17,76.1877,3.15,2.7103
云南,昆明,2021-02,28,10.3079,17.9332,4.3839,69.1811,21.71,2.6218
云南,昆明,2021-03,31,14.1755,22.3371,6.9823,56.2916,4.39,3.4258
云南,昆明,2021-04,30,17.0887,24.4067,10.411,60.2127,46.82,2.8407
云南,昆明,2021-05,31,20.3823,27.1052,14.0429,63.8077,60.06,3.4203
云南,昆明,2021-06,30,20.972,26.47,16.4117,74.7507,240.12,2.5763
云南,昆明,2021-07,31,20.6339,25.8,16.4352,76.6213,201.06,2.2545
云南,昆明,2021-08,31,20.4755,25.7868,16.1555,78.6281,170.86,2.1935
云南,昆明,2021-09,30,19.169,24.7783,14.857,78.1757,142.54,1.887
云南,昆明,2021-10,31,16.0426,22.0848,11.5035,80.3197,55.79,2.6697
云南,昆明,2021-11,30,11.419,18.0313,6.3357,79.4303,28.36,2.3637
云南,昆明,2021-12,31,8.6248,15.1542,4.1635,82.4481,22.25,2.0726
云南,昆明,2022-01,31,8.3219,14.6223,3.4381,78.6845,21.79,2.6823
云南,昆明,2022-02,28,8.1404,15.7964,2.0254,68.6554,31.55,3.2014
云南,昆明,2022-03,31,15.1029,22.9719,8.3535,62.1442,24.02,3.1926
云南,昆明,2022-04,30,15.708,22.5453,9.4383,68.495,49.54,2.9857
云南,昆明,2022-05,31,17.8361,23.6242,12.8623,74.9981,140.29,2.5577
云南,昆明,2022-06,30,19.7147,24.9893,15.5797,78.6717,149.42,2.863
云南,昆明,2022-07,31,21.07,26.6397,16.4174,75.87,125.7,2.0187
云南,昆明,2022-08,31,21.041,26.7426,16.4281,76.7094,192.75,2.0142
云南,昆明,2022-09,30,18.3933,23.7093,14.4453,80.8137,209.75,2.056
云南,昆明,2022-10,31,15.8897,21.8606,11.4006,80.4187,32.91,2.2819
云南,昆明,2022-11,30,12.691,20.644,6.784,72.0257,1.47,2.1317
云南,昆明,2022-12,31,8.4926,14.9148,4.0661,80.9929,11.75,2.5503
云南,昆明,2023-01,31,7.8284,15.7745,2.1329,72.8448,1.22,2.6542
云南,昆明,2023-02,28,10.8382,18.3389,4.9607,69.7889,1.99,3.0071
云南,昆明,2023-03,31,13.6574,20.9968,7.5765,65.1219,4.1,3.2971
云南,昆明,2023-04,30,17.867,25.9163,10.631,54.5037,2.05,3.5073
云南,昆明,2023-05,31,20.7058,28.1081,13.6458,57.7077,20.91,3.3842
云南,昆明,2023-06,30,21.1343,26.6627,16.5667,71.965,97.34,2.456
云南,昆明,2023-07,31,21.3994,27.3255,16.4719,72.1229,154.38,2.729
云南,昆明,2023-08,31,20.6681,26.1358,16.5535,79.0194,329.03,1.6671
云南,昆明,2023-09,30,19.5427,25.6827,14.656,76.101,82.72,1.931
云南,昆明,2023-10,31,17.0039,23.1823,12.3881,78.1661,68.23,2.0403
云南,昆明,2023-11,30,12.8663,19.5337,7.9107,76.3693,9.37,2.0733
云南,昆明,2023-12,31,10.0506,16.5387,5.349,80.1239,19.01,2.5374
云南,昆明,2024-01,31,8.3068,14.9935,3.3168,75.7829,24.19,2.4997
云南,昆明,2024-02,29,10.7062,18.2724,4.0931,66.9369,3.22,3.5407
云南,昆明,2024-03,31,14.3742,22.2223,7.4819,57.7468,4.72,3.5655
云南,昆明,2024-04,30,18.597,26.2867,11.453,54.4277,3.99,3.9047
云南,昆明,2024-05,31,19.561,26.2816,14.0019,66.0923,65.08,2.7568
云南,昆明,2024-06,30,21.244,26.9673,16.8937,75.638,220.32,2.7163
云南,昆明,2024-07,31,21.7123,27.2755,17.3155,75.379,151.55,2.5906
云南,昆明,2024-08,31,21.2423,27.3813,16.4061,74.3203,116.26,1.79
云南,昆明,2024-09,30,19.616,25.3863,15.1793,77.863,140.37,2.2273
云南,昆明,2024-10,31,16.5345,22.5929,11.9806,79.0045,75.54,2.2065
云南,昆明,2024-11,30,12.367,18.5563,8.0387,80.0243,73.79,2.058
云南,昆明,2024-12,31,9.4755,16.8019,4.5339,79.0729,0.83,2.5084
云南,昆明,2025-01,31,7.5461,14.7548,2.2881,77.9945,9.22,2.6484
云南,昆明,2025-02,28,10.2825,17.8464,4.2464,69.9846,10.54,3.2179
云南,昆明,2025-03,31,12.8519,20.1342,6.6377,65.8081,12.89,3.4855
云南,昆明,2025-04,30,17.19,23.732,11.2063,64.5607,23.66,3.0937
云南,昆明,2025-05,31,19.0703,25.2794,13.6468,70.1571,138.29,2.8719
云南,昆明,2025-06,30,20.362,25.8263,15.8447,75.7393,234.81,2.342
云南,昆明,2025-07,31,20.8894,26.3529,16.4452,77.1274,215.53,2.0968
云南,昆明,2025-08,31,20.3381,26.0655,15.9229,78.3668,222.31,2.0994
云南,昆明,2025-09,30,19.1613,24.448,15.1497,81.1287,142.42,2.1933
云南,昆明,2025-10,31,16.7735,22.2397,12.8752,82.4219,86.25,2.2961
云南,昆明,2025-11,30,11.0243,17.6393,6.075,78.4907,90.9,2.1817
云南,昆明,2025-12,31,8.33,15.6084,3.4655,80.1645,6.22,2.1945
云南,昆明,2026-01,31,7.7261,15.3635,2.0361,75.0648,1.61,2.5032
云南,昆明,2026-02,28,10.4321,18.4586,4.0914,66.035,1.91,2.9171
云南,昆明,2026-03,31,13.1329,19.8674,7.2229,72.0884,32.78,3.1716
云南,昆明,2026-04,30,16.669,23.7227,10.1093,65.7213,51.57,3.4007
云南,昆明,2026-05,27,17.2681,22.4824,12.8119,77.1171,110.6,1.4938
内蒙古,呼和浩特,2018-01,31,-14.6987,-8.5806,-19.8265,63.0594,2.04,3.2245
内蒙古,呼和浩特,2018-02,28,-11.1311,-3.7093,-17.1889,53.7164,0.06,3.3632
内蒙古,呼和浩特,2018-03,31,2.7048,10.8884,-4.0158,45.7497,5.02,3.0952
内蒙古,呼和浩特,2018-04,30,7.4253,15.6787,-0.5197,45.593,33.64,4.0993
内蒙古,呼和浩特,2018-05,31,14.4932,22.5248,6.1165,42.1139,51.57,3.4035
内蒙古,呼和浩特,2018-06,30,19.6353,27.1113,11.9243,40.698,16.29,2.7547
内蒙古,呼和浩特,2018-07,31,21.3377,27.2655,15.6487,70.6868,208.25,2.2355
内蒙古,呼和浩特,2018-08,31,20.5932,26.5539,14.7455,65.1765,69.08,1.8713
内蒙古,呼和浩特,2018-09,30,10.2823,16.5943,4.422,66.7037,79.87,2.8513
内蒙古,呼和浩特,2018-10,31,2.9839,9.9632,-2.6968,60.4113,3.55,2.7365
内蒙古,呼和浩特,2018-11,30,-3.8433,2.3377,-8.4463,62.691,3.45,2.2267
内蒙古,呼和浩特,2018-12,31,-14.1152,-8.0035,-18.9713,65.0861,0.19,2.7316
内蒙古,呼和浩特,2019-01,31,-12.1094,-5.5061,-17.1023,60.7029,0,2.7581
内蒙古,呼和浩特,2019-02,28,-9.6714,-3.1496,-15.5939,58.3425,6.29,2.4868
内蒙古,呼和浩特,2019-03,31,-0.7094,5.7984,-6.109,46.7158,6.49,3.649
内蒙古,呼和浩特,2019-04,30,7.1297,15.661,-0.647,48.5113,24.11,3.4823
内蒙古,呼和浩特,2019-05,31,12.4542,20.129,4.1868,37.2745,22.27,3.5616
内蒙古,呼和浩特,2019-06,30,19.0673,26.3603,11.4753,48.3813,61.29,2.8007
内蒙古,呼和浩特,2019-07,31,20.1277,26.6832,13.3819,58.3806,109.26,2.1674
内蒙古,呼和浩特,2019-08,31,17.829,24.5187,11.3145,62.2319,104.15,2.34
内蒙古,呼和浩特,2019-09,30,14.9983,21.6553,8.8303,57.742,73.82,1.9287
内蒙古,呼和浩特,2019-10,31,4.7877,11.8055,-1.2703,61.0448,21.13,2.471
内蒙古,呼和浩特,2019-11,30,-3.0617,2.8563,-8.0973,63.307,14.93,2.5867
内蒙古,呼和浩特,2019-12,31,-11.7548,-5.5974,-16.3613,77.7861,5.06,2.5345
内蒙古,呼和浩特,2020-01,31,-11.0103,-4.6768,-15.6148,77.0429,4.74,1.911
内蒙古,呼和浩特,2020-02,29,-6.6338,0.4231,-12.1938,64.6769,0.77,2.8276
内蒙古,呼和浩特,2020-03,31,-0.8923,6.1119,-7.0603,50.9061,11.54,3.7313
内蒙古,呼和浩特,2020-04,30,5.2267,13.034,-2.216,36.4093,0.83,3.6903
内蒙古,呼和浩特,2020-05,31,13.2635,20.9206,5.4019,42.6874,28.01,3.7684
内蒙古,呼和浩特,2020-06,30,19.3017,26.6403,11.1587,44.203,47.31,2.8237
内蒙古,呼和浩特,2020-07,31,20.4661,26.9087,14.0084,62.2558,131,2.051
内蒙古,呼和浩特,2020-08,31,18.8303,25.2168,12.6145,66.9432,137.44,2.1623
内蒙古,呼和浩特,2020-09,30,12.1003,19.0487,5.5607,64.6653,43.44,2.4227
内蒙古,呼和浩特,2020-10,31,3.1277,10.3226,-2.6884,53.4516,7.87,2.6819
内蒙古,呼和浩特,2020-11,30,-3.5883,2.214,-8.1033,68.465,15.65,2.6803
内蒙古,呼和浩特,2020-12,31,-15.2155,-8.6277,-19.7587,77.6197,0.6,2.6826
内蒙古,呼和浩特,2021-01,31,-14.0397,-7.3177,-19.1494,72.2177,0.21,3.2965
内蒙古,呼和浩特,2021-02,28,-5.0068,2.1954,-10.9989,57.5621,5.13,3.2168
内蒙古,呼和浩特,2021-03,31,1.2384,8.0587,-4.5216,53.9948,17.78,3.1916
内蒙古,呼和浩特,2021-04,30,5.427,11.6867,-1.0137,52.3117,21.83,3.5667
内蒙古,呼和浩特,2021-05,31,11.7332,19.6968,3.28,43.5203,22.26,4.4823
内蒙古,呼和浩特,2021-06,30,18.0497,25.7487,10.2183,48.046,65.92,2.9357
内蒙古,呼和浩特,2021-07,31,21.5755,28.3365,15.0568,61.7468,102.03,2.2035
内蒙古,呼和浩特,2021-08,31,17.7048,24.5626,10.8335,59.7619,83.2,2.0213
内蒙古,呼和浩特,2021-09,30,14.7513,21.5347,8.4623,61.3393,35.3,2.326
内蒙古,呼和浩特,2021-10,31,4.0645,10.8345,-1.4916,57.6003,20.11,2.5006
内蒙古,呼和浩特,2021-11,30,-4.002,2.8243,-8.924,63.1647,9.42,3.3367
内蒙古,呼和浩特,2021-12,31,-10.4439,-3.5971,-15.3987,65.7668,0.55,2.9494
内蒙古,呼和浩特,2022-01,31,-10.7171,-4.4145,-15.441,71.8245,1.81,2.4468
内蒙古,呼和浩特,2022-02,28,-11.2071,-4.1286,-17.0282,62.4175,5.23,3.0214
内蒙古,呼和浩特,2022-03,31,-0.291,7.2842,-6.4958,52.8116,22.22,3.5703
内蒙古,呼和浩特,2022-04,30,6.493,14.9397,-1.7263,40.954,9.52,3.7877
内蒙古,呼和浩特,2022-05,31,12.8232,20.689,4.6932,37.1929,8.63,3.5974
内蒙古,呼和浩特,2022-06,30,19.442,27.029,11.4937,46.3133,52.56,3.1537
内蒙古,呼和浩特,2022-07,31,21.4065,28.6871,14.1852,53.5719,42.74,2.541
内蒙古,呼和浩特,2022-08,31,19.7768,26.7829,13.1297,59.2019,125.43,2.6429
内蒙古,呼和浩特,2022-09,30,14.0507,22.127,6.6927,52.0913,12.09,2.3703
内蒙古,呼和浩特,2022-10,31,4.6503,12.0058,-1.6287,54.3129,15.25,2.8935
内蒙古,呼和浩特,2022-11,30,-2.6167,3.039,-7.383,60.01,18.17,2.7167
内蒙古,呼和浩特,2022-12,31,-14.0197,-7.5042,-18.7774,61.0639,0.23,3.1739
内蒙古,呼和浩特,2023-01,31,-12.8139,-5.8971,-17.9939,68.201,2.75,3.1465
内蒙古,呼和浩特,2023-02,28,-6.725,-0.3879,-12.16,63.6682,9.15,2.8754
内蒙古,呼和浩特,2023-03,31,0.681,8.45,-5.6671,35.3765,2.43,3.3797
内蒙古,呼和浩特,2023-04,30,4.736,12.2557,-2.2797,49.6567,51.75,4.0813
内蒙古,呼和浩特,2023-05,31,12.8152,20.1981,5.0735,47.189,29.12,3.6477
内蒙古,呼和浩特,2023-06,30,19.2147,26.973,10.9787,40.83,32.23,3.2577
内蒙古,呼和浩特,2023-07,31,21.3058,28.3748,14.4258,54.8903,103.59,2.7977
内蒙古,呼和浩特,2023-08,31,20.9365,28.09,14.0197,55.0342,55.51,2.0723
内蒙古,呼和浩特,2023-09,30,15.0903,22.3153,8.7793,58.1087,34.28,2.4293
内蒙古,呼和浩特,2023-10,31,7.23,15.131,0.9932,49.4197,7.97,2.3439
内蒙古,呼和浩特,2023-11,30,-5.4593,0.9357,-10.5193,54.6343,3.53,3.3733
内蒙古,呼和浩特,2023-12,31,-12.2845,-5.9081,-16.8526,73.2261,9.62,2.961
内蒙古,呼和浩特,2024-01,31,-12.579,-5.41,-17.4971,74.3826,7.29,2.5552
内蒙古,呼和浩特,2024-02,29,-9.4807,-3.1248,-14.9883,68.4459,14.62,2.8714
内蒙古,呼和浩特,2024-03,31,-0.6416,6.6271,-7.4039,48.5423,6.86,3.4461
内蒙古,呼和浩特,2024-04,30,9.244,17.746,0.8727,44.0833,51.51,3.531
内蒙古,呼和浩特,2024-05,31,15.3216,23.3745,6.9713,41.8768,23.27,3.4071
内蒙古,呼和浩特,2024-06,30,18.704,25.6687,11.6487,52.487,71.73,2.675
内蒙古,呼和浩特,2024-07,31,22.1819,29.0016,15.4765,56.9223,110.46,2.1229
内蒙古,呼和浩特,2024-08,31,19.1774,25.1135,13.49,70.2613,148.43,2.211
内蒙古,呼和浩特,2024-09,30,13.062,18.545,7.6777,81.031,189.76,2.873
内蒙古,呼和浩特,2024-10,31,4.8797,10.7113,-0.8019,78.7548,44.05,2.5277
内蒙古,呼和浩特,2024-11,30,-1.6903,3.4893,-5.9967,79.3583,10.1,2.8117
内蒙古,呼和浩特,2024-12,31,-11.8774,-5.9468,-16.1997,79.7894,0.82,2.7997
内蒙古,呼和浩特,2025-01,31,-11.8303,-5.4332,-16.679,79.4758,3.48,2.7423
内蒙古,呼和浩特,2025-02,28,-11.6664,-4.6871,-17.6764,68.6336,0.35,3.2425
内蒙古,呼和浩特,2025-03,31,-1.3503,4.8516,-7.0577,60.4052,10.55,3.9713
内蒙古,呼和浩特,2025-04,30,5.4767,12.995,-1.804,51.2143,22.41,4.575
内蒙古,呼和浩特,2025-05,31,11.4103,18.8942,3.4481,56.5752,123.26,3.7723
内蒙古,呼和浩特,2025-06,30,17.7557,24.859,10.6803,54.666,32.84,2.6527
内蒙古,呼和浩特,2025-07,31,20.3652,25.9468,14.7974,73.4848,335.77,2.2706
内蒙古,呼和浩特,2025-08,31,18.4052,23.5503,13.0442,78.1726,183.59,1.9448
内蒙古,呼和浩特,2025-09,30,12.5903,18.513,7.0617,73.9133,63.29,2.1957
内蒙古,呼和浩特,2025-10,31,3.9632,9.4371,-0.3845,76.4297,55.83,2.0742
内蒙古,呼和浩特,2025-11,30,-4.0317,2.0047,-8.5997,74.5927,10.6,3.1057
内蒙古,呼和浩特,2025-12,31,-11.4748,-5.2145,-16.2232,79.8561,5.06,2.8423
内蒙古,呼和浩特,2026-01,31,-13.1077,-6.1432,-18.1187,73.8465,1.05,3.1855
内蒙古,呼和浩特,2026-02,28,-7.5689,-0.7286,-13.4232,65.3532,1.12,3.3532
内蒙古,呼和浩特,2026-03,31,-0.2258,6.4168,-5.8565,55.6187,5.18,3.0548
内蒙古,呼和浩特,2026-04,30,6.8033,14.7793,-0.8367,47.992,9.48,3.774
内蒙古,呼和浩特,2026-05,27,13.9919,20.91,6.8571,44.8424,76.27,2.6581
北京,北京,2018-01,31,-6.3597,-0.0113,-11.4061,47.3926,1.33,2.6213
北京,北京,2018-02,28,-3.4418,3.8289,-8.9375,44.7143,0,2.5496
北京,北京,2018-03,31,6.1619,14.3974,-0.3213,48.6639,3.85,2.0729
北京,北京,2018-04,30,13.6647,21.9273,5.921,47.062,45.77,2.8693
北京,北京,2018-05,31,21.4177,29.1242,14.1658,43.6723,23.57,2.2887
北京,北京,2018-06,30,26.6673,34.057,19.426,45.7987,45.55,2
北京,北京,2018-07,31,27.1213,31.5052,23.0281,76.0313,285.51,1.5965
北京,北京,2018-08,31,26.0723,30.4184,21.8171,74.8526,116.18,1.4271
北京,北京,2018-09,30,19.1483,25.8877,13.266,55.4223,32.89,2.1457
北京,北京,2018-10,31,11.3355,19.2181,4.7619,47.7381,9.39,2.2471
北京,北京,2018-11,30,4.1987,11.504,-1.0427,50.765,2.62,1.6287
北京,北京,2018-12,31,-4.6465,1.419,-9.4116,41.6197,0.56,2.3374
