series_name,period,value,mean,stddev,z_score,anomaly_type
IDXX_volume,2024-10-31,2006400.000000,512063.492063,222054.113633,6.729605,high_value
IDXX_volume,2024-11-01,994100.000000,512063.492063,222054.113633,2.170806,high_value
IDXX_volume,2024-11-06,1074500.000000,512063.492063,222054.113633,2.532880,high_value
IDXX_volume,2024-11-07,966300.000000,512063.492063,222054.113633,2.045612,high_value
IDXX_volume,2024-11-25,1140900.000000,512063.492063,222054.113633,2.831907,high_value
IDXX_volume,2024-12-04,1303300.000000,512063.492063,222054.113633,3.563260,high_value
IDXX_volume,2024-12-20,1122200.000000,512063.492063,222054.113633,2.747693,high_value
INCY_return_pct,2024-02-07,-3.840350,0.038942,1.881301,-2.062027,low_value
INCY_return_pct,2024-05-13,8.556346,0.038942,1.881301,4.527401,high_value
INCY_return_pct,2024-06-13,4.587921,0.038942,1.881301,2.417997,high_value
INCY_return_pct,2024-07-09,4.349326,0.038942,1.881301,2.291172,high_value
INCY_return_pct,2024-07-31,-4.012393,0.038942,1.881301,-2.153476,low_value
INCY_return_pct,2024-08-05,-3.831241,0.038942,1.881301,-2.057185,low_value
INCY_return_pct,2024-09-16,4.483956,0.038942,1.881301,2.362734,high_value
INCY_return_pct,2024-10-29,12.041400,0.038942,1.881301,6.379872,high_value
INCY_return_pct,2024-11-06,4.748963,0.038942,1.881301,2.503598,high_value
INCY_return_pct,2024-11-19,-8.327925,0.038942,1.881301,-4.447384,low_value
INCY_return_pct,2024-12-09,-5.018437,0.038942,1.881301,-2.688236,low_value
INCY_volume,2024-05-13,7237400.000000,2318942.460317,1753638.890150,2.804715,high_value
INCY_volume,2024-06-03,7764700.000000,2318942.460317,1753638.890150,3.105404,high_value
INCY_volume,2024-06-04,6497700.000000,2318942.460317,1753638.890150,2.382907,high_value
INCY_volume,2024-06-05,7494700.000000,2318942.460317,1753638.890150,2.951439,high_value
INCY_volume,2024-06-06,7860200.000000,2318942.460317,1753638.890150,3.159862,high_value
INCY_volume,2024-06-07,8706300.000000,2318942.460317,1753638.890150,3.642345,high_value
INCY_volume,2024-06-10,10171000.000000,2318942.460317,1753638.890150,4.477579,high_value
INCY_volume,2024-06-11,9175700.000000,2318942.460317,1753638.890150,3.910017,high_value
INCY_volume,2024-06-12,6112000.000000,2318942.460317,1753638.890150,2.162964,high_value
INCY_volume,2024-06-13,6474000.000000,2318942.460317,1753638.890150,2.369392,high_value
INCY_volume,2024-06-17,6287100.000000,2318942.460317,1753638.890150,2.262813,high_value
INCY_volume,2024-06-21,9700700.000000,2318942.460317,1753638.890150,4.209394,high_value
INCY_volume,2024-06-28,10984700.000000,2318942.460317,1753638.890150,4.941586,high_value
INCY_volume,2024-09-20,7670500.000000,2318942.460317,1753638.890150,3.051687,high_value
INCY_volume,2024-11-19,10883800.000000,2318942.460317,1753638.890150,4.884049,high_value
INCY_volume,2024-12-20,6805500.000000,2318942.460317,1753638.890150,2.558427,high_value
IONS_return_pct,2024-02-15,-7.723662,-0.138470,2.275566,-3.333321,low_value
IONS_return_pct,2024-06-12,4.560346,-0.138470,2.275566,2.064900,high_value
IONS_return_pct,2024-06-24,6.813288,-0.138470,2.275566,3.054958,high_value
IONS_return_pct,2024-06-25,5.192479,-0.138470,2.275566,2.342692,high_value
IONS_return_pct,2024-07-16,4.771916,-0.138470,2.275566,2.157875,high_value
IONS_return_pct,2024-07-22,5.834381,-0.138470,2.275566,2.624776,high_value
IONS_return_pct,2024-09-10,-12.290507,-0.138470,2.275566,-5.340226,low_value
IONS_return_pct,2024-11-15,-7.762556,-0.138470,2.275566,-3.350413,low_value
IONS_return_pct,2024-11-20,4.888893,-0.138470,2.275566,2.209280,high_value
IONS_volume,2024-05-16,3313900.000000,1349015.873016,904834.425125,2.171540,high_value
IONS_volume,2024-06-24,4717200.000000,1349015.873016,904834.425125,3.722431,high_value
IONS_volume,2024-09-10,11521900.000000,1349015.873016,904834.425125,11.242813,high_value
IONS_volume,2024-09-12,4596800.000000,1349015.873016,904834.425125,3.589368,high_value
IONS_volume,2024-12-20,4063400.000000,1349015.873016,904834.425125,2.999868,high_value
ISRG_return_pct,2024-01-10,10.252304,0.195358,1.676064,6.000333,high_value
ISRG_return_pct,2024-01-18,3.636310,0.195358,1.676064,2.052995,high_value
ISRG_return_pct,2024-03-05,-3.312611,0.195358,1.676064,-2.092980,low_value
ISRG_return_pct,2024-03-11,-3.304839,0.195358,1.676064,-2.088343,low_value
ISRG_return_pct,2024-04-02,-3.168134,0.195358,1.676064,-2.006780,low_value
ISRG_return_pct,2024-05-15,3.956379,0.195358,1.676064,2.243960,high_value
ISRG_return_pct,2024-07-19,9.340605,0.195358,1.676064,5.456381,high_value
ISRG_return_pct,2024-07-25,-3.806000,0.195358,1.676064,-2.387353,low_value
ISRG_return_pct,2024-10-18,10.009924,0.195358,1.676064,5.855721,high_value
ISRG_return_pct,2024-12-18,-3.428352,0.195358,1.676064,-2.162035,low_value
ISRG_volume,2024-01-10,4868400.000000,1438662.301587,667294.570231,5.139766,high_value
ISRG_volume,2024-01-24,4949700.000000,1438662.301587,667294.570231,5.261601,high_value
ISRG_volume,2024-03-15,3906800.000000,1438662.301587,667294.570231,3.698723,high_value
ISRG_volume,2024-04-19,3975900.000000,1438662.301587,667294.570231,3.802275,high_value
ISRG_volume,2024-06-28,3106100.000000,1438662.301587,667294.570231,2.498803,high_value
ISRG_volume,2024-07-18,3856000.000000,1438662.301587,667294.570231,3.622595,high_value
ISRG_volume,2024-07-19,4201300.000000,1438662.301587,667294.570231,4.140057,high_value
ISRG_volume,2024-10-18,4059200.000000,1438662.301587,667294.570231,3.927108,high_value
ISRG_volume,2024-12-20,3933900.000000,1438662.301587,667294.570231,3.739335,high_value
JNJ_return_pct,2024-04-03,-2.199955,-0.023331,0.943470,-2.307041,low_value
JNJ_return_pct,2024-04-16,-2.127498,-0.023331,0.943470,-2.230242,low_value
JNJ_return_pct,2024-05-01,4.557729,-0.023331,0.943470,4.855545,high_value
JNJ_return_pct,2024-05-23,-2.475554,-0.023331,0.943470,-2.599154,low_value
JNJ_return_pct,2024-07-17,3.688503,-0.023331,0.943470,3.934237,high_value
JNJ_return_pct,2024-07-24,2.579584,-0.023331,0.943470,2.758875,high_value
JNJ_return_pct,2024-07-25,2.149984,-0.023331,0.943470,2.303535,high_value
JNJ_return_pct,2024-07-31,-2.157081,-0.023331,0.943470,-2.261598,low_value
JNJ_return_pct,2024-08-02,2.102516,-0.023331,0.943470,2.253223,high_value
JNJ_volume,2024-03-15,13165500.000000,7165161.111111,2189274.488072,2.740789,high_value
JNJ_volume,2024-04-16,12774900.000000,7165161.111111,2189274.488072,2.562373,high_value
JNJ_volume,2024-05-01,14470900.000000,7165161.111111,2189274.488072,3.337059,high_value
JNJ_volume,2024-05-31,14621200.000000,7165161.111111,2189274.488072,3.405712,high_value
JNJ_volume,2024-06-21,15172300.000000,7165161.111111,2189274.488072,3.657439,high_value
JNJ_volume,2024-07-17,13801400.000000,7165161.111111,2189274.488072,3.031250,high_value
JNJ_volume,2024-08-05,12032200.000000,7165161.111111,2189274.488072,2.223129,high_value
JNJ_volume,2024-09-20,11839000.000000,7165161.111111,2189274.488072,2.134880,high_value
JNJ_volume,2024-11-25,12256200.000000,7165161.111111,2189274.488072,2.325446,high_value
JNJ_volume,2024-12-11,13446700.000000,7165161.111111,2189274.488072,2.869233,high_value
JNJ_volume,2024-12-20,17702800.000000,7165161.111111,2189274.488072,4.813302,high_value
LLY_return_pct,2024-01-03,4.305963,0.126333,1.904703,2.194374,high_value
LLY_return_pct,2024-02-05,5.773969,0.126333,1.904703,2.965102,high_value
LLY_return_pct,2024-04-30,5.954944,0.126333,1.904703,3.060116,high_value
LLY_return_pct,2024-05-06,4.314465,0.126333,1.904703,2.198838,high_value
LLY_return_pct,2024-07-17,-3.824327,0.126333,1.904703,-2.074161,low_value
LLY_return_pct,2024-07-18,-6.260004,0.126333,1.904703,-3.352931,low_value
LLY_return_pct,2024-07-25,-4.499475,0.126333,1.904703,-2.428625,low_value
LLY_return_pct,2024-08-08,9.476255,0.126333,1.904703,4.908862,high_value
LLY_return_pct,2024-08-09,5.485550,0.126333,1.904703,2.813677,high_value
LLY_return_pct,2024-10-30,-6.280578,0.126333,1.904703,-3.363733,low_value
LLY_return_pct,2024-11-08,4.274876,0.126333,1.904703,2.178053,high_value
LLY_return_pct,2024-11-15,-4.934204,0.126333,1.904703,-2.656865,low_value
LLY_return_pct,2024-11-26,4.545701,0.126333,1.904703,2.320241,high_value
LLY_volume,2024-02-05,7602400.000000,3211264.682540,1784865.845316,2.460205,high_value
LLY_volume,2024-02-06,8187300.000000,3211264.682540,1784865.845316,2.787904,high_value
LLY_volume,2024-04-30,7437100.000000,3211264.682540,1784865.845316,2.367593,high_value
LLY_volume,2024-07-18,7649600.000000,3211264.682540,1784865.845316,2.486649,high_value
LLY_volume,2024-08-08,9434900.000000,3211264.682540,1784865.845316,3.486892,high_value
LLY_volume,2024-09-20,9921800.000000,3211264.682540,1784865.845316,3.759686,high_value
LLY_volume,2024-10-30,18257200.000000,3211264.682540,1784865.845316,8.429729,high_value
LLY_volume,2024-11-06,8257900.000000,3211264.682540,1784865.845316,2.827459,high_value
LLY_volume,2024-11-08,7212900.000000,3211264.682540,1784865.845316,2.241981,high_value
LLY_volume,2024-11-15,7334600.000000,3211264.682540,1784865.845316,2.310165,high_value
LLY_volume,2024-11-18,9148100.000000,3211264.682540,1784865.845316,3.326208,high_value
LLY_volume,2024-12-20,9942300.000000,3211264.682540,1784865.845316,3.771172,high_value
MDT_return_pct,2024-01-08,2.364899,0.004927,1.098781,2.147810,high_value
MDT_return_pct,2024-02-26,-2.334525,0.004927,1.098781,-2.129134,low_value
MDT_return_pct,2024-03-27,3.847057,0.004927,1.098781,3.496720,high_value
MDT_return_pct,2024-04-12,-2.482661,0.004927,1.098781,-2.263953,low_value
MDT_return_pct,2024-05-23,-5.107286,0.004927,1.098781,-4.652623,low_value
MDT_return_pct,2024-07-17,4.046109,0.004927,1.098781,3.677878,high_value
MDT_return_pct,2024-08-15,2.336683,0.004927,1.098781,2.122130,high_value
MDT_return_pct,2024-08-21,2.529872,0.004927,1.098781,2.297951,high_value
MDT_return_pct,2024-09-04,2.326892,0.004927,1.098781,2.113219,high_value
MDT_return_pct,2024-10-18,2.728587,0.004927,1.098781,2.478801,high_value
MDT_return_pct,2024-11-07,-2.208408,0.004927,1.098781,-2.014355,low_value
MDT_return_pct,2024-11-14,-2.239406,0.004927,1.098781,-2.042566,low_value
MDT_return_pct,2024-11-19,-2.956942,0.004927,1.098781,-2.695596,low_value
MDT_volume,2024-02-16,10848600.000000,6229686.111111,2267761.477549,2.036772,high_value
MDT_volume,2024-02-20,11771400.000000,6229686.111111,2267761.477549,2.443693,high_value
MDT_volume,2024-03-15,17082100.000000,6229686.111111,2267761.477549,4.785518,high_value
MDT_volume,2024-05-31,11406000.000000,6229686.111111,2267761.477549,2.282565,high_value
MDT_volume,2024-06-21,11094400.000000,6229686.111111,2267761.477549,2.145161,high_value
MDT_volume,2024-08-20,10841600.000000,6229686.111111,2267761.477549,2.033686,high_value
MDT_volume,2024-09-20,25452900.000000,6229686.111111,2267761.477549,8.476735,high_value
MDT_volume,2024-11-19,12000800.000000,6229686.111111,2267761.477549,2.544850,high_value
MRK_return_pct,2024-02-01,4.636533,-0.032175,1.310432,3.562725,high_value
MRK_return_pct,2024-03-27,4.963363,-0.032175,1.310432,3.812131,high_value
MRK_return_pct,2024-04-25,2.929127,-0.032175,1.310432,2.259791,high_value
MRK_return_pct,2024-06-28,-4.637198,-0.032175,1.310432,-3.514126,low_value
MRK_return_pct,2024-07-01,3.311794,-0.032175,1.310432,2.551806,high_value
MRK_return_pct,2024-07-30,-9.805914,-0.032175,1.310432,-7.458411,low_value
MRK_return_pct,2024-12-10,-2.688131,-0.032175,1.310432,-2.026779,low_value
MRK_volume,2024-03-15,46477400.000000,9338917.857143,5605897.759740,6.624895,high_value
MRK_volume,2024-06-28,57055500.000000,9338917.857143,5605897.759740,8.511854,high_value
MRK_volume,2024-07-30,35509400.000000,9338917.857143,5605897.759740,4.668384,high_value
MRK_volume,2024-07-31,22733000.000000,9338917.857143,5605897.759740,2.389284,high_value
MRK_volume,2024-09-20,21200900.000000,9338917.857143,5605897.759740,2.115983,high_value
MRK_volume,2024-11-25,34659100.000000,9338917.857143,5605897.759740,4.516704,high_value
MRK_volume,2024-12-11,21613000.000000,9338917.857143,5605897.759740,2.189494,high_value
MRK_volume,2024-12-20,29289700.000000,9338917.857143,5605897.759740,3.558892,high_value
MRNA_return_pct,2024-02-22,13.528949,-0.325580,3.715533,3.728813,high_value
MRNA_return_pct,2024-03-11,8.686795,-0.325580,3.715533,2.425594,high_value
MRNA_return_pct,2024-05-02,12.677191,-0.325580,3.715533,3.499571,high_value
MRNA_return_pct,2024-05-13,7.126418,-0.325580,3.715533,2.005634,high_value
MRNA_return_pct,2024-05-22,13.668313,-0.325580,3.715533,3.766322,high_value
MRNA_return_pct,2024-05-28,-8.048739,-0.325580,3.715533,-2.078614,low_value
MRNA_return_pct,2024-06-26,-11.010181,-0.325580,3.715533,-2.875658,low_value
MRNA_return_pct,2024-08-01,-21.011578,-0.325580,3.715533,-5.567438,low_value
MRNA_return_pct,2024-08-02,-8.059888,-0.325580,3.715533,-2.081615,low_value
MRNA_return_pct,2024-09-12,-12.363227,-0.325580,3.715533,-3.239817,low_value
MRNA_return_pct,2024-11-11,-8.712367,-0.325580,3.715533,-2.257223,low_value
MRNA_return_pct,2024-11-18,7.218453,-0.325580,3.715533,2.030404,high_value
MRNA_return_pct,2024-11-22,7.477126,-0.325580,3.715533,2.100023,high_value
MRNA_return_pct,2024-12-10,-9.069010,-0.325580,3.715533,-2.353210,low_value
MRNA_volume,2024-01-02,14530200.000000,5139178.571429,3894210.329015,2.411534,high_value
MRNA_volume,2024-05-22,13592700.000000,5139178.571429,3894210.329015,2.170792,high_value
MRNA_volume,2024-08-01,18591900.000000,5139178.571429,3894210.329015,3.454544,high_value
MRNA_volume,2024-09-12,23976300.000000,5139178.571429,3894210.329015,4.837212,high_value
MRNA_volume,2024-11-07,18211700.000000,5139178.571429,3894210.329015,3.356912,high_value
MRNA_volume,2024-11-08,13561500.000000,5139178.571429,3894210.329015,2.162780,high_value
MRNA_volume,2024-11-11,15915900.000000,5139178.571429,3894210.329015,2.767370,high_value
MRNA_volume,2024-11-15,24355500.000000,5139178.571429,3894210.329015,4.934587,high_value
MRNA_volume,2024-11-18,13864800.000000,5139178.571429,3894210.329015,2.240665,high_value
MRNA_volume,2024-11-22,13410800.000000,5139178.571429,3894210.329015,2.124082,high_value
MRNA_volume,2024-11-25,15821700.000000,5139178.571429,3894210.329015,2.743180,high_value
MRNA_volume,2024-12-20,35482900.000000,5139178.571429,3894210.329015,7.792009,high_value
NBIX_return_pct,2024-02-07,-4.665650,0.036479,2.067781,-2.273997,low_value
NBIX_return_pct,2024-04-23,4.810708,0.036479,2.067781,2.308866,high_value
NBIX_return_pct,2024-05-29,-4.171413,0.036479,2.067781,-2.034979,low_value
NBIX_return_pct,2024-06-04,-4.602632,0.036479,2.067781,-2.243521,low_value
NBIX_return_pct,2024-08-01,8.179689,0.036479,2.067781,3.938139,high_value
NBIX_return_pct,2024-08-28,-18.872501,0.036479,2.067781,-9.144574,low_value
NBIX_return_pct,2024-10-30,7.005766,0.036479,2.067781,3.370418,high_value
NBIX_return_pct,2024-11-15,-4.427079,0.036479,2.067781,-2.158622,low_value
NBIX_return_pct,2024-12-16,5.011844,0.036479,2.067781,2.406137,high_value
NBIX_volume,2024-03-21,2512100.000000,881280.158730,455124.913434,3.583236,high_value
NBIX_volume,2024-06-21,2188300.000000,881280.158730,455124.913434,2.871783,high_value
NBIX_volume,2024-08-01,2028200.000000,881280.158730,455124.913434,2.520011,high_value
NBIX_volume,2024-08-28,4827600.000000,881280.158730,455124.913434,8.670850,high_value
NBIX_volume,2024-09-05,2192600.000000,881280.158730,455124.913434,2.881231,high_value
NBIX_volume,2024-10-30,2596300.000000,881280.158730,455124.913434,3.768240,high_value
NBIX_volume,2024-12-18,2135100.000000,881280.158730,455124.913434,2.754892,high_value
NBIX_volume,2024-12-20,2265600.000000,881280.158730,455124.913434,3.041626,high_value
NTLA_return_pct,2024-02-13,-10.672070,-0.310467,3.867478,-2.679163,low_value
NTLA_return_pct,2024-02-27,12.147508,-0.310467,3.867478,3.221214,high_value
NTLA_return_pct,2024-05-09,8.086959,-0.310467,3.867478,2.171293,high_value
NTLA_return_pct,2024-05-28,-8.534625,-0.310467,3.867478,-2.126491,low_value
NTLA_return_pct,2024-06-03,10.009361,-0.310467,3.867478,2.668361,high_value
NTLA_return_pct,2024-06-12,8.842107,-0.310467,3.867478,2.366549,high_value
NTLA_return_pct,2024-10-24,-20.511535,-0.310467,3.867478,-5.223319,low_value
NTLA_return_pct,2024-10-29,-8.261936,-0.310467,3.867478,-2.055983,low_value
NTLA_return_pct,2024-12-06,7.838833,-0.310467,3.867478,2.107136,high_value
NTLA_return_pct,2024-12-18,-8.453920,-0.310467,3.867478,-2.105624,low_value
NTLA_volume,2024-02-29,4110900.000000,1791999.206349,1019889.885085,2.273678,high_value
NTLA_volume,2024-06-28,5391400.000000,1791999.206349,1019889.885085,3.529205,high_value
NTLA_volume,2024-10-24,11379700.000000,1791999.206349,1019889.885085,9.400722,high_value
NTLA_volume,2024-10-29,4551700.000000,1791999.206349,1019889.885085,2.705881,high_value
NTLA_volume,2024-11-18,5612600.000000,1791999.206349,1019889.885085,3.746091,high_value
NTLA_volume,2024-11-20,4478100.000000,1791999.206349,1019889.885085,2.633716,high_value
NTLA_volume,2024-11-21,3970900.000000,1791999.206349,1019889.885085,2.136408,high_value
NTLA_volume,2024-11-25,3837000.000000,1791999.206349,1019889.885085,2.005119,high_value
PFE_return_pct,2024-02-06,3.500200,-0.011166,1.456676,2.410532,high_value
PFE_return_pct,2024-03-06,4.256136,-0.011166,1.456676,2.929478,high_value
PFE_return_pct,2024-03-11,4.224833,-0.011166,1.456676,2.907989,high_value
PFE_return_pct,2024-04-25,-3.844713,-0.011166,1.456676,-2.631708,low_value
PFE_return_pct,2024-05-01,6.088992,-0.011166,1.456676,4.187723,high_value
PFE_return_pct,2024-05-22,3.641445,-0.011166,1.456676,2.507496,high_value
PFE_return_pct,2024-05-23,-3.074321,-0.011166,1.456676,-2.102838,low_value
PFE_return_pct,2024-07-26,3.393811,-0.011166,1.456676,2.337497,high_value
PFE_return_pct,2024-09-09,2.976178,-0.011166,1.456676,2.050794,high_value
PFE_return_pct,2024-10-09,3.461268,-0.011166,1.456676,2.383806,high_value
PFE_return_pct,2024-11-15,-4.688710,-0.011166,1.456676,-3.211107,low_value
PFE_return_pct,2024-12-17,4.673269,-0.011166,1.456676,3.215837,high_value
PFE_volume,2024-01-30,86072400.000000,38812927.380952,16329540.649179,2.894109,high_value
PFE_volume,2024-01-31,81192100.000000,38812927.380952,16329540.649179,2.595246,high_value
PFE_volume,2024-03-04,86777700.000000,38812927.380952,16329540.649179,2.937301,high_value
PFE_volume,2024-03-05,73646100.000000,38812927.380952,16329540.649179,2.133139,high_value
PFE_volume,2024-03-06,84919500.000000,38812927.380952,16329540.649179,2.823507,high_value
PFE_volume,2024-03-15,75727900.000000,38812927.380952,16329540.649179,2.260625,high_value
PFE_volume,2024-05-01,97388900.000000,38812927.380952,16329540.649179,3.587117,high_value
PFE_volume,2024-05-31,78290100.000000,38812927.380952,16329540.649179,2.417531,high_value
PFE_volume,2024-07-30,89857500.000000,38812927.380952,16329540.649179,3.125904,high_value
PFE_volume,2024-10-29,102267000.000000,38812927.380952,16329540.649179,3.885846,high_value
PFE_volume,2024-11-15,131074400.000000,38812927.380952,16329540.649179,5.649974,high_value
PFE_volume,2024-12-20,116340100.000000,38812927.380952,16329540.649179,4.747664,high_value
PODD_return_pct,2024-01-03,-6.910237,0.115605,2.326944,-3.019343,low_value
PODD_return_pct,2024-02-23,-6.558787,0.115605,2.326944,-2.868308,low_value
PODD_return_pct,2024-02-26,-8.349169,0.115605,2.326944,-3.637722,low_value
PODD_return_pct,2024-03-07,5.908273,0.115605,2.326944,2.489389,high_value
PODD_return_pct,2024-05-08,-4.726499,0.115605,2.326944,-2.080886,low_value
PODD_return_pct,2024-05-10,-6.551008,0.115605,2.326944,-2.864965,low_value
PODD_return_pct,2024-05-14,6.986710,0.115605,2.326944,2.952845,high_value
PODD_return_pct,2024-05-15,4.812209,0.115605,2.326944,2.018357,high_value
PODD_return_pct,2024-05-23,-5.682576,0.115605,2.326944,-2.491758,low_value
PODD_return_pct,2024-05-24,5.433582,0.115605,2.326944,2.285391,high_value
PODD_return_pct,2024-08-08,4.937231,0.115605,2.326944,2.072085,high_value
PODD_return_pct,2024-08-09,-8.809245,0.115605,2.326944,-3.835439,low_value
PODD_return_pct,2024-08-20,-6.865045,0.115605,2.326944,-2.999922,low_value
PODD_return_pct,2024-08-27,6.580331,0.115605,2.326944,2.778204,high_value
PODD_return_pct,2024-08-28,6.148092,0.115605,2.326944,2.592451,high_value
PODD_return_pct,2024-11-08,9.396687,0.115605,2.326944,3.988529,high_value
PODD_volume,2024-01-31,1760700.000000,752796.428571,390331.167325,2.582175,high_value
PODD_volume,2024-02-23,1928000.000000,752796.428571,390331.167325,3.010786,high_value
PODD_volume,2024-02-26,2387900.000000,752796.428571,390331.167325,4.189016,high_value
PODD_volume,2024-02-27,2206100.000000,752796.428571,390331.167325,3.723258,high_value
PODD_volume,2024-05-09,1833600.000000,752796.428571,390331.167325,2.768940,high_value
PODD_volume,2024-05-10,3176400.000000,752796.428571,390331.167325,6.209096,high_value
PODD_volume,2024-05-13,1750500.000000,752796.428571,390331.167325,2.556044,high_value
PODD_volume,2024-05-14,2319700.000000,752796.428571,390331.167325,4.014293,high_value
PODD_volume,2024-07-26,1848000.000000,752796.428571,390331.167325,2.805832,high_value
PODD_volume,2024-08-09,2129800.000000,752796.428571,390331.167325,3.527783,high_value
PODD_volume,2024-11-08,1582900.000000,752796.428571,390331.167325,2.126665,high_value
RARE_return_pct,2024-02-13,-5.905011,-0.020946,2.576956,-2.283339,low_value
RARE_return_pct,2024-02-16,5.750108,-0.020946,2.576956,2.239485,high_value
RARE_return_pct,2024-02-27,6.786069,-0.020946,2.576956,2.641495,high_value
RARE_return_pct,2024-04-05,6.711979,-0.020946,2.576956,2.612744,high_value
RARE_return_pct,2024-04-12,-7.297832,-0.020946,2.576956,-2.823830,low_value
RARE_return_pct,2024-04-15,-8.787236,-0.020946,2.576956,-3.401801,low_value
RARE_return_pct,2024-06-12,7.826082,-0.020946,2.576956,3.045076,high_value
RARE_return_pct,2024-06-14,-9.438775,-0.020946,2.576956,-3.654633,low_value
RARE_return_pct,2024-06-18,-5.979902,-0.020946,2.576956,-2.312401,low_value
RARE_return_pct,2024-08-02,14.314835,-0.020946,2.576956,5.563068,high_value
RARE_return_pct,2024-08-21,7.621206,-0.020946,2.576956,2.965573,high_value
RARE_return_pct,2024-11-12,-5.696825,-0.020946,2.576956,-2.202552,low_value
RARE_return_pct,2024-11-15,-6.066330,-0.020946,2.576956,-2.345940,low_value
RARE_volume,2024-01-19,3197900.000000,777776.587302,427740.954057,5.657918,high_value
RARE_volume,2024-03-15,1792100.000000,777776.587302,427740.954057,2.371350,high_value
RARE_volume,2024-04-15,1727300.000000,777776.587302,427740.954057,2.219856,high_value
RARE_volume,2024-06-14,4107700.000000,777776.587302,427740.954057,7.784907,high_value
RARE_volume,2024-08-02,2696500.000000,777776.587302,427740.954057,4.485714,high_value
RARE_volume,2024-11-04,2295000.000000,777776.587302,427740.954057,3.547061,high_value
RARE_volume,2024-11-05,1749700.000000,777776.587302,427740.954057,2.272224,high_value
RARE_volume,2024-12-20,1733600.000000,777776.587302,427740.954057,2.234585,high_value
REGN_return_pct,2024-05-02,3.777635,-0.085902,1.363513,2.833516,high_value
REGN_return_pct,2024-08-08,4.265770,-0.085902,1.363513,3.191515,high_value
REGN_return_pct,2024-08-13,3.321767,-0.085902,1.363513,2.499183,high_value
REGN_return_pct,2024-09-23,-4.633081,-0.085902,1.363513,-3.334900,low_value
REGN_return_pct,2024-09-24,-4.212520,-0.085902,1.363513,-3.026460,low_value
REGN_return_pct,2024-10-31,-9.166769,-0.085902,1.363513,-6.659905,low_value
REGN_return_pct,2024-11-15,-3.284299,-0.085902,1.363513,-2.345703,low_value
REGN_return_pct,2024-12-12,-4.143599,-0.085902,1.363513,-2.975913,low_value
REGN_return_pct,2024-12-18,-3.431042,-0.085902,1.363513,-2.453324,low_value
REGN_volume,2024-06-21,1269900.000000,569330.555556,277233.653781,2.527000,high_value
REGN_volume,2024-09-23,1168300.000000,569330.555556,277233.653781,2.160522,high_value
REGN_volume,2024-09-24,1695200.000000,569330.555556,277233.653781,4.061085,high_value
REGN_volume,2024-10-22,1511700.000000,569330.555556,277233.653781,3.399188,high_value
REGN_volume,2024-10-31,2291400.000000,569330.555556,277233.653781,6.211618,high_value
REGN_volume,2024-11-15,1374500.000000,569330.555556,277233.653781,2.904299,high_value
REGN_volume,2024-11-25,1196400.000000,569330.555556,277233.653781,2.261881,high_value
REGN_volume,2024-12-10,1298500.000000,569330.555556,277233.653781,2.630162,high_value
REGN_volume,2024-12-20,1890000.000000,569330.555556,277233.653781,4.763741,high_value
RMD_return_pct,2024-01-25,8.481777,0.144986,2.359559,3.533199,high_value
RMD_return_pct,2024-04-17,-5.966685,0.144986,2.359559,-2.590175,low_value
RMD_return_pct,2024-04-26,18.885623,0.144986,2.359559,7.942432,high_value
RMD_return_pct,2024-06-24,-11.480348,0.144986,2.359559,-4.926909,low_value
RMD_return_pct,2024-07-26,-5.423824,0.144986,2.359559,-2.360106,low_value
RMD_return_pct,2024-07-29,5.836381,0.144986,2.359559,2.412058,high_value
RMD_return_pct,2024-08-27,7.256715,0.144986,2.359559,3.014008,high_value
RMD_return_pct,2024-09-18,-5.121975,0.144986,2.359559,-2.232180,low_value
RMD_return_pct,2024-10-25,7.119867,0.144986,2.359559,2.956010,high_value
RMD_return_pct,2024-11-13,-4.761131,0.144986,2.359559,-2.079252,low_value
RMD_return_pct,2024-12-18,-5.114987,0.144986,2.359559,-2.229219,low_value
RMD_volume,2024-01-25,2473200.000000,1011291.666667,592278.020947,2.468281,high_value
RMD_volume,2024-01-26,2336900.000000,1011291.666667,592278.020947,2.238152,high_value
RMD_volume,2024-04-17,3005100.000000,1011291.666667,592278.020947,3.366339,high_value
RMD_volume,2024-04-26,4330800.000000,1011291.666667,592278.020947,5.604645,high_value
RMD_volume,2024-05-31,2928100.000000,1011291.666667,592278.020947,3.236332,high_value
RMD_volume,2024-06-21,2717400.000000,1011291.666667,592278.020947,2.880587,high_value
RMD_volume,2024-06-24,4020900.000000,1011291.666667,592278.020947,5.081411,high_value
RMD_volume,2024-06-28,3500700.000000,1011291.666667,592278.020947,4.203108,high_value
RMD_volume,2024-08-02,2659800.000000,1011291.666667,592278.020947,2.783335,high_value
RMD_volume,2024-10-25,3516500.000000,1011291.666667,592278.020947,4.229784,high_value
RMD_volume,2024-12-20,3057200.000000,1011291.666667,592278.020947,3.454304,high_value
SRPT_return_pct,2024-01-09,16.723512,0.141004,3.206491,5.171543,high_value
SRPT_return_pct,2024-02-16,7.782850,0.141004,3.206491,2.383243,high_value
SRPT_return_pct,2024-02-29,-6.981817,0.141004,3.206491,-2.221375,low_value
SRPT_return_pct,2024-05-28,-8.205085,0.141004,3.206491,-2.602873,low_value
SRPT_return_pct,2024-05-30,7.053761,0.141004,3.206491,2.155863,high_value
SRPT_return_pct,2024-06-21,30.137653,0.141004,3.206491,9.354976,high_value
