ticker,company_name,industry_group,cik,fiscal_year,rd_expense_usd,rd_expense_musd,rd_expense_busd,sec_fact_tag,form,filed_date,source_url,crawl_time,raw_file
ALNY,"Alnylam Pharmaceuticals, Inc.",Biotechnology,0001178670,2023,1004415000.0,1004.415,1.004415,ResearchAndDevelopmentExpense,10-K,2024-02-15,https://data.sec.gov/api/xbrl/companyfacts/CIK0001178670.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0001178670_69e85cadbacd1bb3.json
ALNY,"Alnylam Pharmaceuticals, Inc.",Biotechnology,0001178670,2024,1126232000.0,1126.232,1.126232,ResearchAndDevelopmentExpense,10-K,2025-02-13,https://data.sec.gov/api/xbrl/companyfacts/CIK0001178670.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0001178670_69e85cadbacd1bb3.json
ALNY,"Alnylam Pharmaceuticals, Inc.",Biotechnology,0001178670,2025,1319775000.0,1319.775,1.319775,ResearchAndDevelopmentExpense,10-K,2026-02-12,https://data.sec.gov/api/xbrl/companyfacts/CIK0001178670.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0001178670_69e85cadbacd1bb3.json
AMGN,Amgen Inc.,Biotechnology,0000318154,2009,2864000000.0,2864.0,2.864,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2010-03-01,https://data.sec.gov/api/xbrl/companyfacts/CIK0000318154.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000318154_2dadca60b2ea3fcf.json
AMGN,Amgen Inc.,Biotechnology,0000318154,2010,2894000000.0,2894.0,2.894,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2011-02-25,https://data.sec.gov/api/xbrl/companyfacts/CIK0000318154.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000318154_2dadca60b2ea3fcf.json
AMGN,Amgen Inc.,Biotechnology,0000318154,2011,3167000000.0,3167.0,3.167,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2012-02-29,https://data.sec.gov/api/xbrl/companyfacts/CIK0000318154.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000318154_2dadca60b2ea3fcf.json
AMGN,Amgen Inc.,Biotechnology,0000318154,2012,3380000000.0,3380.0,3.38,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2013-02-27,https://data.sec.gov/api/xbrl/companyfacts/CIK0000318154.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000318154_2dadca60b2ea3fcf.json
AMGN,Amgen Inc.,Biotechnology,0000318154,2013,4083000000.0,4083.0,4.083,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2014-02-24,https://data.sec.gov/api/xbrl/companyfacts/CIK0000318154.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000318154_2dadca60b2ea3fcf.json
AMGN,Amgen Inc.,Biotechnology,0000318154,2014,4297000000.0,4297.0,4.297,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2015-02-19,https://data.sec.gov/api/xbrl/companyfacts/CIK0000318154.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000318154_2dadca60b2ea3fcf.json
AMGN,Amgen Inc.,Biotechnology,0000318154,2015,4070000000.0,4070.0,4.07,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2016-02-16,https://data.sec.gov/api/xbrl/companyfacts/CIK0000318154.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000318154_2dadca60b2ea3fcf.json
AMGN,Amgen Inc.,Biotechnology,0000318154,2016,3840000000.0,3840.0,3.84,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2017-02-14,https://data.sec.gov/api/xbrl/companyfacts/CIK0000318154.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000318154_2dadca60b2ea3fcf.json
AMGN,Amgen Inc.,Biotechnology,0000318154,2017,3562000000.0,3562.0,3.562,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2018-02-13,https://data.sec.gov/api/xbrl/companyfacts/CIK0000318154.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000318154_2dadca60b2ea3fcf.json
AMGN,Amgen Inc.,Biotechnology,0000318154,2018,3737000000.0,3737.0,3.737,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2019-02-13,https://data.sec.gov/api/xbrl/companyfacts/CIK0000318154.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000318154_2dadca60b2ea3fcf.json
AMGN,Amgen Inc.,Biotechnology,0000318154,2019,4116000000.0,4116.0,4.116,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2020-02-12,https://data.sec.gov/api/xbrl/companyfacts/CIK0000318154.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000318154_2dadca60b2ea3fcf.json
AMGN,Amgen Inc.,Biotechnology,0000318154,2020,4207000000.0,4207.0,4.207,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2021-02-09,https://data.sec.gov/api/xbrl/companyfacts/CIK0000318154.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000318154_2dadca60b2ea3fcf.json
AMGN,Amgen Inc.,Biotechnology,0000318154,2021,4819000000.0,4819.0,4.819,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2022-02-16,https://data.sec.gov/api/xbrl/companyfacts/CIK0000318154.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000318154_2dadca60b2ea3fcf.json
AMGN,Amgen Inc.,Biotechnology,0000318154,2022,4434000000.0,4434.0,4.434,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2023-02-09,https://data.sec.gov/api/xbrl/companyfacts/CIK0000318154.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000318154_2dadca60b2ea3fcf.json
AMGN,Amgen Inc.,Biotechnology,0000318154,2023,4784000000.0,4784.0,4.784,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2024-02-14,https://data.sec.gov/api/xbrl/companyfacts/CIK0000318154.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000318154_2dadca60b2ea3fcf.json
AMGN,Amgen Inc.,Biotechnology,0000318154,2024,5964000000.0,5964.0,5.964,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2025-02-14,https://data.sec.gov/api/xbrl/companyfacts/CIK0000318154.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000318154_2dadca60b2ea3fcf.json
AMGN,Amgen Inc.,Biotechnology,0000318154,2025,7272000000.0,7272.0,7.272,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2026-02-13,https://data.sec.gov/api/xbrl/companyfacts/CIK0000318154.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000318154_2dadca60b2ea3fcf.json
ARWR,"Arrowhead Pharmaceuticals, Inc.",Biotechnology,0000879407,2011,3277760.0,3.27776,0.00327776,ResearchAndDevelopmentExpense,10-K,2011-12-20,https://data.sec.gov/api/xbrl/companyfacts/CIK0000879407.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000879407_dfe9965b79f03dab.json
ARWR,"Arrowhead Pharmaceuticals, Inc.",Biotechnology,0000879407,2012,5391463.0,5.391463,0.005391463,ResearchAndDevelopmentExpense,10-K,2012-12-28,https://data.sec.gov/api/xbrl/companyfacts/CIK0000879407.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000879407_dfe9965b79f03dab.json
ARWR,"Arrowhead Pharmaceuticals, Inc.",Biotechnology,0000879407,2013,8705627.0,8.705627,0.008705627,ResearchAndDevelopmentExpense,10-K,2013-12-18,https://data.sec.gov/api/xbrl/companyfacts/CIK0000879407.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000879407_dfe9965b79f03dab.json
ARWR,"Arrowhead Pharmaceuticals, Inc.",Biotechnology,0000879407,2014,23138050.0,23.13805,0.02313805,ResearchAndDevelopmentExpense,10-K,2014-11-25,https://data.sec.gov/api/xbrl/companyfacts/CIK0000879407.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000879407_dfe9965b79f03dab.json
ARWR,"Arrowhead Pharmaceuticals, Inc.",Biotechnology,0000879407,2015,47267361.0,47.267361,0.047267361,ResearchAndDevelopmentExpense,10-K,2015-12-14,https://data.sec.gov/api/xbrl/companyfacts/CIK0000879407.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000879407_dfe9965b79f03dab.json
ARWR,"Arrowhead Pharmaceuticals, Inc.",Biotechnology,0000879407,2025,607159000.0,607.159,0.607159,ResearchAndDevelopmentExpense,10-K,2025-11-25,https://data.sec.gov/api/xbrl/companyfacts/CIK0000879407.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000879407_dfe9965b79f03dab.json
BDX,"Becton, Dickinson and Company",Medical Devices,0000010795,2011,476496000.0,476.496,0.476496,ResearchAndDevelopmentExpense,10-K,2011-11-23,https://data.sec.gov/api/xbrl/companyfacts/CIK0000010795.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000010795_d55802d619faf182.json
BDX,"Becton, Dickinson and Company",Medical Devices,0000010795,2012,471755000.0,471.755,0.471755,ResearchAndDevelopmentExpense,10-K,2012-11-21,https://data.sec.gov/api/xbrl/companyfacts/CIK0000010795.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000010795_d55802d619faf182.json
BDX,"Becton, Dickinson and Company",Medical Devices,0000010795,2013,494000000.0,494.0,0.494,ResearchAndDevelopmentExpense,10-K,2013-11-27,https://data.sec.gov/api/xbrl/companyfacts/CIK0000010795.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000010795_d55802d619faf182.json
BDX,"Becton, Dickinson and Company",Medical Devices,0000010795,2014,550000000.0,550.0,0.55,ResearchAndDevelopmentExpense,10-K,2014-11-26,https://data.sec.gov/api/xbrl/companyfacts/CIK0000010795.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000010795_d55802d619faf182.json
BDX,"Becton, Dickinson and Company",Medical Devices,0000010795,2015,632000000.0,632.0,0.632,ResearchAndDevelopmentExpense,10-K,2015-11-25,https://data.sec.gov/api/xbrl/companyfacts/CIK0000010795.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000010795_d55802d619faf182.json
BDX,"Becton, Dickinson and Company",Medical Devices,0000010795,2016,828000000.0,828.0,0.828,ResearchAndDevelopmentExpense,10-K,2016-11-23,https://data.sec.gov/api/xbrl/companyfacts/CIK0000010795.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000010795_d55802d619faf182.json
BDX,"Becton, Dickinson and Company",Medical Devices,0000010795,2017,774000000.0,774.0,0.774,ResearchAndDevelopmentExpense,10-K,2017-11-22,https://data.sec.gov/api/xbrl/companyfacts/CIK0000010795.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000010795_d55802d619faf182.json
BDX,"Becton, Dickinson and Company",Medical Devices,0000010795,2018,1006000000.0,1006.0,1.006,ResearchAndDevelopmentExpense,10-K,2018-11-21,https://data.sec.gov/api/xbrl/companyfacts/CIK0000010795.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000010795_d55802d619faf182.json
BDX,"Becton, Dickinson and Company",Medical Devices,0000010795,2019,1062000000.0,1062.0,1.062,ResearchAndDevelopmentExpense,10-K,2019-11-27,https://data.sec.gov/api/xbrl/companyfacts/CIK0000010795.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000010795_d55802d619faf182.json
BDX,"Becton, Dickinson and Company",Medical Devices,0000010795,2020,1096000000.0,1096.0,1.096,ResearchAndDevelopmentExpense,10-K,2020-11-25,https://data.sec.gov/api/xbrl/companyfacts/CIK0000010795.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000010795_d55802d619faf182.json
BDX,"Becton, Dickinson and Company",Medical Devices,0000010795,2021,1339000000.0,1339.0,1.339,ResearchAndDevelopmentExpense,10-K,2021-11-24,https://data.sec.gov/api/xbrl/companyfacts/CIK0000010795.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000010795_d55802d619faf182.json
BDX,"Becton, Dickinson and Company",Medical Devices,0000010795,2022,1256000000.0,1256.0,1.256,ResearchAndDevelopmentExpense,10-K,2022-11-22,https://data.sec.gov/api/xbrl/companyfacts/CIK0000010795.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000010795_d55802d619faf182.json
BDX,"Becton, Dickinson and Company",Medical Devices,0000010795,2023,1237000000.0,1237.0,1.237,ResearchAndDevelopmentExpense,10-K,2023-11-21,https://data.sec.gov/api/xbrl/companyfacts/CIK0000010795.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000010795_d55802d619faf182.json
BDX,"Becton, Dickinson and Company",Medical Devices,0000010795,2024,1190000000.0,1190.0,1.19,ResearchAndDevelopmentExpense,10-K,2024-11-27,https://data.sec.gov/api/xbrl/companyfacts/CIK0000010795.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000010795_d55802d619faf182.json
BDX,"Becton, Dickinson and Company",Medical Devices,0000010795,2025,1265000000.0,1265.0,1.265,ResearchAndDevelopmentExpense,10-K,2025-11-25,https://data.sec.gov/api/xbrl/companyfacts/CIK0000010795.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000010795_d55802d619faf182.json
BEAM,Beam Therapeutics Inc.,Biotechnology,0001745999,2020,103179000.0,103.179,0.103179,ResearchAndDevelopmentExpense,10-K,2021-03-15,https://data.sec.gov/api/xbrl/companyfacts/CIK0001745999.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0001745999_c0cb77e3e5170e03.json
BEAM,Beam Therapeutics Inc.,Biotechnology,0001745999,2021,387087000.0,387.087,0.387087,ResearchAndDevelopmentExpense,10-K,2022-02-28,https://data.sec.gov/api/xbrl/companyfacts/CIK0001745999.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0001745999_c0cb77e3e5170e03.json
BEAM,Beam Therapeutics Inc.,Biotechnology,0001745999,2022,311594000.0,311.594,0.311594,ResearchAndDevelopmentExpense,10-K,2023-02-28,https://data.sec.gov/api/xbrl/companyfacts/CIK0001745999.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0001745999_c0cb77e3e5170e03.json
BEAM,Beam Therapeutics Inc.,Biotechnology,0001745999,2023,437381000.0,437.381,0.437381,ResearchAndDevelopmentExpense,10-K,2024-02-27,https://data.sec.gov/api/xbrl/companyfacts/CIK0001745999.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0001745999_c0cb77e3e5170e03.json
BEAM,Beam Therapeutics Inc.,Biotechnology,0001745999,2024,367561000.0,367.561,0.367561,ResearchAndDevelopmentExpense,10-K,2025-02-25,https://data.sec.gov/api/xbrl/companyfacts/CIK0001745999.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0001745999_c0cb77e3e5170e03.json
BEAM,Beam Therapeutics Inc.,Biotechnology,0001745999,2025,409618000.0,409.618,0.409618,ResearchAndDevelopmentExpense,10-K,2026-02-24,https://data.sec.gov/api/xbrl/companyfacts/CIK0001745999.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0001745999_c0cb77e3e5170e03.json
BIIB,Biogen Inc.,Biotechnology,0000875045,2009,1283068000.0,1283.068,1.283068,ResearchAndDevelopmentExpense,10-K,2010-02-09,https://data.sec.gov/api/xbrl/companyfacts/CIK0000875045.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000875045_64d2db748058531d.json
BIIB,Biogen Inc.,Biotechnology,0000875045,2010,1248604000.0,1248.604,1.248604,ResearchAndDevelopmentExpense,10-K,2011-02-04,https://data.sec.gov/api/xbrl/companyfacts/CIK0000875045.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000875045_64d2db748058531d.json
BIIB,Biogen Inc.,Biotechnology,0000875045,2011,1219602000.0,1219.602,1.219602,ResearchAndDevelopmentExpense,10-K,2012-02-03,https://data.sec.gov/api/xbrl/companyfacts/CIK0000875045.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000875045_64d2db748058531d.json
BIIB,Biogen Inc.,Biotechnology,0000875045,2012,1334919000.0,1334.919,1.334919,ResearchAndDevelopmentExpense,10-K,2013-02-05,https://data.sec.gov/api/xbrl/companyfacts/CIK0000875045.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000875045_64d2db748058531d.json
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,0000014272,2009,3647000000.0,3647.0,3.647,ResearchAndDevelopmentExpense,10-K,2010-02-19,https://data.sec.gov/api/xbrl/companyfacts/CIK0000014272.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000014272_f5c50c0171305a87.json
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,0000014272,2010,3566000000.0,3566.0,3.566,ResearchAndDevelopmentExpense,10-K,2011-02-18,https://data.sec.gov/api/xbrl/companyfacts/CIK0000014272.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000014272_f5c50c0171305a87.json
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,0000014272,2011,3839000000.0,3839.0,3.839,ResearchAndDevelopmentExpense,10-K,2012-02-17,https://data.sec.gov/api/xbrl/companyfacts/CIK0000014272.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000014272_f5c50c0171305a87.json
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,0000014272,2012,3904000000.0,3904.0,3.904,ResearchAndDevelopmentExpense,10-K,2013-02-15,https://data.sec.gov/api/xbrl/companyfacts/CIK0000014272.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000014272_f5c50c0171305a87.json
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,0000014272,2013,3731000000.0,3731.0,3.731,ResearchAndDevelopmentExpense,10-K,2014-02-14,https://data.sec.gov/api/xbrl/companyfacts/CIK0000014272.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000014272_f5c50c0171305a87.json
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,0000014272,2014,4534000000.0,4534.0,4.534,ResearchAndDevelopmentExpense,10-K,2015-02-13,https://data.sec.gov/api/xbrl/companyfacts/CIK0000014272.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000014272_f5c50c0171305a87.json
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,0000014272,2015,5920000000.0,5920.0,5.92,ResearchAndDevelopmentExpense,10-K,2016-02-12,https://data.sec.gov/api/xbrl/companyfacts/CIK0000014272.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000014272_f5c50c0171305a87.json
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,0000014272,2016,4940000000.0,4940.0,4.94,ResearchAndDevelopmentExpense,10-K,2017-02-21,https://data.sec.gov/api/xbrl/companyfacts/CIK0000014272.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000014272_f5c50c0171305a87.json
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,0000014272,2017,6411000000.0,6411.0,6.411,ResearchAndDevelopmentExpense,10-K,2018-02-13,https://data.sec.gov/api/xbrl/companyfacts/CIK0000014272.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000014272_f5c50c0171305a87.json
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,0000014272,2018,6345000000.0,6345.0,6.345,ResearchAndDevelopmentExpense,10-K,2019-02-25,https://data.sec.gov/api/xbrl/companyfacts/CIK0000014272.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000014272_f5c50c0171305a87.json
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,0000014272,2019,6148000000.0,6148.0,6.148,ResearchAndDevelopmentExpense,10-K,2020-02-24,https://data.sec.gov/api/xbrl/companyfacts/CIK0000014272.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000014272_f5c50c0171305a87.json
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,0000014272,2020,11143000000.0,11143.0,11.143,ResearchAndDevelopmentExpense,10-K,2021-02-10,https://data.sec.gov/api/xbrl/companyfacts/CIK0000014272.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000014272_f5c50c0171305a87.json
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,0000014272,2021,11354000000.0,11354.0,11.354,ResearchAndDevelopmentExpense,10-K,2022-02-09,https://data.sec.gov/api/xbrl/companyfacts/CIK0000014272.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000014272_f5c50c0171305a87.json
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,0000014272,2022,9509000000.0,9509.0,9.509,ResearchAndDevelopmentExpense,10-K,2023-02-14,https://data.sec.gov/api/xbrl/companyfacts/CIK0000014272.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000014272_f5c50c0171305a87.json
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,0000014272,2023,9299000000.0,9299.0,9.299,ResearchAndDevelopmentExpense,10-K,2024-02-13,https://data.sec.gov/api/xbrl/companyfacts/CIK0000014272.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000014272_f5c50c0171305a87.json
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,0000014272,2024,11159000000.0,11159.0,11.159,ResearchAndDevelopmentExpense,10-K,2025-02-12,https://data.sec.gov/api/xbrl/companyfacts/CIK0000014272.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000014272_f5c50c0171305a87.json
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,0000014272,2025,9951000000.0,9951.0,9.951,ResearchAndDevelopmentExpense,10-K,2026-02-11,https://data.sec.gov/api/xbrl/companyfacts/CIK0000014272.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000014272_f5c50c0171305a87.json
BSX,Boston Scientific Corporation,Medical Devices,0000885725,2009,1035000000.0,1035.0,1.035,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2010-02-26,https://data.sec.gov/api/xbrl/companyfacts/CIK0000885725.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000885725_81b33b39c6970865.json
BSX,Boston Scientific Corporation,Medical Devices,0000885725,2010,939000000.0,939.0,0.939,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2011-02-17,https://data.sec.gov/api/xbrl/companyfacts/CIK0000885725.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000885725_81b33b39c6970865.json
BSX,Boston Scientific Corporation,Medical Devices,0000885725,2011,895000000.0,895.0,0.895,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2012-02-17,https://data.sec.gov/api/xbrl/companyfacts/CIK0000885725.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000885725_81b33b39c6970865.json
BSX,Boston Scientific Corporation,Medical Devices,0000885725,2012,886000000.0,886.0,0.886,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2013-02-22,https://data.sec.gov/api/xbrl/companyfacts/CIK0000885725.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000885725_81b33b39c6970865.json
BSX,Boston Scientific Corporation,Medical Devices,0000885725,2013,861000000.0,861.0,0.861,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2014-02-26,https://data.sec.gov/api/xbrl/companyfacts/CIK0000885725.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000885725_81b33b39c6970865.json
BSX,Boston Scientific Corporation,Medical Devices,0000885725,2014,817000000.0,817.0,0.817,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10-K,2015-02-25,https://data.sec.gov/api/xbrl/companyfacts/CIK0000885725.json,2026-05-27T18:35:39.477974+00:00,data/raw/sec_companyfacts/CIK0000885725_81b33b39c6970865.json
